,protein_length,mean_disorder_percentile,predictor_disagreement,length_bin
Q5MJ07,72,0.9326738930544867,0.09486262207495628,<200
Q5MJ08,99,0.9568388085823607,0.08685181523637801,<200
Q5MJ09,141,0.963411199544619,0.09723193480599689,<200
Q5MJ10,180,0.901666143056913,0.115330596422987,<200
Q5MJ68,274,0.6092105737532811,0.09383998537153405,200-499
Q5MJ70,313,0.7093911632336205,0.1024172637922962,200-499
Q5MNV8,452,0.2409070594273062,0.13711781043402144,200-499
Q5MNZ6,344,0.12740382475695713,0.06479699712448522,200-499
Q5MNZ9,446,0.48693721274665624,0.06652913240348722,200-499
Q5MY95,495,0.10984886949506817,0.06632314592462579,200-499
Q5NDL2,527,0.16338869044639195,0.06682914500169167,500-999
Q5NE16,218,0.733157510851257,0.1298345992683535,200-499
Q5NUL3,361,0.2702679646314289,0.1269314944819198,200-499
Q5PR19,223,0.8673220964709648,0.16528283646131578,200-499
Q5PRF9,694,0.7199267306550293,0.11262284832914418,500-999
Q5PSV4,323,0.6416019322350606,0.16603978163677058,200-499
Q5PT55,438,0.14531336888230448,0.07811251542478556,200-499
Q5QFB9,102,0.4573472407647159,0.2793645246905698,<200
Q5QGS0,1516,0.8655522319370222,0.14214263857582035,>=1000
Q5QGT7,225,0.40921546104208617,0.15639456386090497,200-499
Q5QGZ9,265,0.48711764013402525,0.14708190740528745,200-499
Q5QJ38,904,0.9378938711776068,0.07664203136476067,500-999
Q5QJ74,424,0.1817345413712673,0.09086406211462804,200-499
Q5QJE6,756,0.9076791135570349,0.07653809165381831,500-999
Q5QJU3,275,0.11631302560487208,0.11275112441954978,200-499
Q5QNW6,126,0.6313071635578894,0.1809286359881724,<200
Q5QP82,559,0.5458201359255707,0.13880662991505202,500-999
Q5R372,815,0.4504659580433465,0.0855626638326747,500-999
Q5R387,149,0.29263442341724966,0.13918822047356966,<200
Q5R3F8,820,0.6915331648879266,0.08388762968597929,500-999
Q5R3I4,469,0.07142764941098413,0.0879527065893616,200-499
Q5R3K3,315,0.367849959519759,0.1338183115656864,200-499
Q5RHP9,1530,0.9004516948047883,0.09856875055495917,>=1000
Q5RI15,118,0.707877117358154,0.14834614650708453,<200
Q5RIA9,395,0.4189917266310689,0.16283516438189252,200-499
Q5RKV6,272,0.4020261672708048,0.15075434877134644,200-499
Q5RL73,367,0.785962880798738,0.04590385348769455,200-499
Q5S007,2527,0.18152441663903543,0.08930606358641663,>=1000
Q5SGD2,360,0.21494735419905034,0.08497068444401171,200-499
Q5SNT2,666,0.7457505985068154,0.09941136359644105,500-999
Q5SNV9,1449,0.7639461256546437,0.24712041177199898,>=1000
Q5SQ64,297,0.47985235710925,0.13074457369377762,200-499
Q5SQ80,823,0.6739245565629556,0.11138041216741039,500-999
Q5SQH8,315,0.6547818805321142,0.1406505270405502,200-499
Q5SQI0,421,0.7367035860657355,0.1762733782967551,200-499
Q5SQN1,464,0.6387650551962661,0.11768585870227904,200-499
Q5SQQ9,334,0.8796420792161382,0.060722743316178274,200-499
Q5SQS7,431,0.5184646255597672,0.13730252496279874,200-499
Q5SQS8,335,0.783127299004512,0.11172924463241903,200-499
Q5SR53,167,0.90877084739586,0.06717125526846565,<200
Q5SR56,506,0.3586339485570145,0.10993429423433275,500-999
Q5SRD1,188,0.6502858961950081,0.17536386630211726,<200
Q5SRE5,1749,0.1904722359751777,0.07109879783881719,>=1000
Q5SRE7,291,0.1996638016030455,0.15516752093161434,200-499
Q5SRH9,613,0.22730078984594104,0.061078635549911234,500-999
Q5SRI9,462,0.37025271787200714,0.14537435897504172,200-499
Q5SRN2,563,0.9000268845125903,0.07248159762317768,500-999
Q5SRR4,150,0.48256862053215666,0.14031896834753504,<200
Q5SSG8,566,0.7409740784244742,0.2512758840181779,500-999
Q5SSJ5,553,0.8156212069674733,0.08344072657324351,500-999
Q5SSQ6,148,0.705872272178582,0.14064650638153048,<200
Q5ST30,1063,0.23989595366968505,0.09744036520417396,>=1000
Q5STR5,79,0.6849909054228307,0.19333459876577913,<200
Q5SV17,173,0.6148249140921875,0.1863726793230248,<200
Q5SV97,790,0.8924020569698541,0.10699902139266887,500-999
Q5SVJ3,147,0.6937475910815767,0.26272247673116045,<200
Q5SVQ8,909,0.6519103508468546,0.1534050973804802,500-999
Q5SVS4,291,0.15410479831989266,0.11172308709803815,200-499
Q5SVZ6,1142,0.4893568871402282,0.15073866526127347,>=1000
Q5SW24,774,0.8730651019341987,0.16822245605689096,500-999
Q5SW79,1584,0.8879433034379304,0.10258729906909916,>=1000
Q5SW96,308,0.741115631080415,0.061171488220875946,200-499
Q5SWA1,713,0.869497359941099,0.06683572942453846,500-999
Q5SWH9,247,0.5548053191891372,0.1476765796408489,200-499
Q5SWL7,474,0.18171005776721522,0.09031946847213296,200-499
Q5SWL8,479,0.18975246958709654,0.0949358939790292,200-499
Q5SWX8,454,0.4110521151976172,0.1005959976465337,200-499
Q5SXH7,465,0.7624549988251647,0.06545045157641868,200-499
Q5SXM1,525,0.5258929946154745,0.16009007357646246,500-999
Q5SXM2,1469,0.7442379374102083,0.17396611300690723,>=1000
Q5SXM8,178,0.762089483646012,0.11130722594460342,<200
Q5SY13,56,0.8223890165126803,0.1463948806932539,<200
Q5SY16,702,0.39112000915897815,0.09894825648213328,500-999
Q5SY68,101,0.41131482895985977,0.23091839583446025,<200
Q5SY80,951,0.2006771884000664,0.15348302496440266,500-999
Q5SY85,155,0.8166442095938673,0.1760569862108614,<200
Q5SYB0,1578,0.7313391573284539,0.13889007826873326,>=1000
Q5SYC1,327,0.3062524385117902,0.16506896712904018,200-499
Q5SYE7,1610,0.8973231927237891,0.15782024080916893,>=1000
Q5SZB4,431,0.8558440185429983,0.1785323133463231,200-499
Q5SZD1,244,0.8442848330244321,0.12973085091509218,200-499
Q5SZD4,288,0.06929539356410906,0.04814564235263391,200-499
Q5SZI1,272,0.5709997317174704,0.14918507358636765,200-499
Q5SZJ8,279,0.8021248413476634,0.08749670865383004,200-499
Q5SZK8,3169,0.22759015419879328,0.12821669163952962,>=1000
Q5SZL2,805,0.7939805828235045,0.10065510835476267,500-999
Q5SZQ8,465,0.6193973736540712,0.17106903986645627,200-499
Q5T011,3432,0.5002239835613641,0.18110521620906492,>=1000
Q5T013,277,0.07963674978672829,0.12351498577052655,200-499
Q5T035,196,0.8429492517541171,0.18947427560080318,<200
Q5T036,256,0.7925560401519134,0.21297736852803834,200-499
Q5T089,497,0.5561645733317734,0.11286972670741043,200-499
Q5T0B9,420,0.7505981697155224,0.15644380766763494,200-499
Q5T0D9,272,0.49105089614234626,0.08797163506066245,200-499
Q5T0F9,858,0.6791735761516294,0.14494828090360748,500-999
Q5T0J3,134,0.6341812207327363,0.25672169720147914,<200
Q5T0J7,233,0.8399328532276669,0.10072769858650103,200-499
Q5T0L3,261,0.8082741702832661,0.11678856145444087,200-499
Q5T0N1,1121,0.4370178470633577,0.09913969342045854,>=1000
Q5T0N5,605,0.6042133221925731,0.07933806036508333,500-999
Q5T0T0,291,0.6984516607405731,0.09520964170912258,200-499
Q5T0U0,273,0.5458900672135721,0.19789712517755365,200-499
Q5T0W9,1011,0.8477399120796728,0.0945338498828098,>=1000
Q5T0Z8,1188,0.9101910142864807,0.1279257984283271,>=1000
Q5T124,520,0.6928531695532814,0.13855019396822557,500-999
Q5T160,578,0.08167722221344252,0.043922241225276125,500-999
Q5T197,706,0.4118196290240415,0.18022961503864915,500-999
Q5T1A1,773,0.4859110282528968,0.15635261068031567,500-999
Q5T1B0,1012,0.5427395219949875,0.10551786018467672,>=1000
Q5T1C6,240,0.33589023401131,0.06801357452822611,200-499
Q5T1H1,3165,0.33290037517355003,0.18003895777739046,>=1000
Q5T1J5,151,0.9146177525732734,0.02840482834161831,<200
Q5T1M5,1219,0.7449890880862641,0.13865612288999155,>=1000
Q5T1N1,836,0.8811512432537559,0.057052910232573126,500-999
Q5T1Q4,408,0.41474884324005196,0.12787682548156676,200-499
Q5T1R4,2406,0.8561438784673885,0.23203232074281854,>=1000
Q5T1S8,102,0.8618956652474948,0.07299836345334176,<200
Q5T1V6,619,0.48310325278080024,0.10755584490707357,500-999
Q5T200,1668,0.833986942157592,0.21514574830642502,>=1000
Q5T215,181,0.16164278908570007,0.09377394740194318,<200
Q5T230,341,0.7710084718228347,0.17151743016548004,200-499
Q5T280,376,0.3509426577641276,0.13916213781315176,200-499
Q5T292,105,0.8034110914702051,0.15416375618333297,<200
Q5T2D2,321,0.6949085134394867,0.21293992127665043,200-499
Q5T2D3,398,0.715758465648586,0.12952676736381702,200-499
Q5T2E6,689,0.2791544797435795,0.09694629752029135,500-999
Q5T2L2,326,0.07622817237696504,0.0960228711589494,200-499
Q5T2N8,411,0.33928941548949443,0.1617871199798497,200-499
Q5T2Q4,361,0.5955767229236654,0.16676022231286505,200-499
Q5T2R2,415,0.33636538861058896,0.08644853758759166,200-499
Q5T2S8,1044,0.2713387664474641,0.08728016300583084,>=1000
Q5T2T1,576,0.4106084547111986,0.12710857178557558,500-999
Q5T2W1,519,0.43225602104757155,0.11325909213722497,500-999
Q5T3F8,832,0.4272446013349117,0.11328975699413055,500-999
Q5T3I0,446,0.942157550210371,0.030556577983631518,200-499
Q5T3J3,769,0.8455087265401211,0.11373420600117641,500-999
Q5T3U5,1492,0.20310345336196292,0.09138882718349316,>=1000
Q5T3Y7,98,0.7287490224525772,0.18433001150055328,<200
Q5T440,356,0.279118299866944,0.11883871111336597,200-499
Q5T442,439,0.772017241621008,0.1051885303710177,200-499
Q5T447,861,0.15696222799342294,0.07687728051656152,500-999
Q5T481,1227,0.8306934280338009,0.17987826428493053,>=1000
Q5T4B2,595,0.24356425791119957,0.12934993168649547,500-999
Q5T4D3,741,0.07510546785289812,0.03836318963420853,500-999
Q5T4F4,411,0.6994221079274755,0.11074446270069999,200-499
Q5T4F7,317,0.3387562781086431,0.1212399306676578,200-499
Q5T4H9,136,0.8523235900068794,0.15707689799005983,<200
Q5T4I8,152,0.7247561476022217,0.2513407546184592,<200
Q5T4S7,5183,0.3930611355825548,0.07702850530318776,>=1000
Q5T4T1,132,0.29405494700389145,0.17168152209754406,<200
Q5T4T6,812,0.6709840107204429,0.0787886364007306,500-999
Q5T4W7,220,0.7091846329459977,0.22716614952386419,200-499
Q5T5A4,169,0.8156621194169542,0.20206492222307548,<200
Q5T5A8,94,0.9114495503406475,0.20584484625715982,<200
Q5T5B0,92,0.91351235887659,0.2075233836709103,<200
Q5T5C0,1151,0.51166935579601,0.07755782914539797,>=1000
Q5T5D7,378,0.5633240121795902,0.160828631333785,200-499
Q5T5F5,129,0.9432761980291727,0.08369197001035965,<200
Q5T5J6,900,0.6781443040786705,0.1262695233690673,500-999
Q5T5M9,372,0.5691257733306935,0.1210191936417724,200-499
Q5T5N4,469,0.6522261495056447,0.14480830028612685,200-499
Q5T5P2,1943,0.8085113188941117,0.1913434681969466,>=1000
Q5T5S1,534,0.5756979925607584,0.15780731734613548,500-999
Q5T5U3,1958,0.7907403273558081,0.21965386399010525,>=1000
Q5T5X7,828,0.6382737310695418,0.10649245909139983,500-999
Q5T5Y3,1602,0.741118768897111,0.20638818788069602,>=1000
Q5T601,910,0.23428816540458366,0.11046869819318403,500-999
Q5T619,568,0.758591137294821,0.12146280393617706,500-999
Q5T653,305,0.5970381190280343,0.1810293483771754,200-499
Q5T655,872,0.46629819190167876,0.29240765249792544,500-999
Q5T681,223,0.9122298980025023,0.04128172547202776,200-499
Q5T686,147,0.8388654344338331,0.14441131751031216,<200
Q5T6C5,722,0.8474817879064993,0.1705527472760658,500-999
Q5T6F0,453,0.279520379520793,0.1157980722594117,200-499
Q5T6F2,1119,0.8662809884972281,0.16739943034541593,>=1000
Q5T6J7,187,0.24073116710686543,0.16999997435754322,<200
Q5T6L9,678,0.13925662477329093,0.10422136776219101,500-999
Q5T6M2,205,0.8720195444426898,0.1430854199291143,200-499
Q5T6R2,138,0.6803747148035811,0.23027725627738843,<200
Q5T6S3,580,0.5671554466403688,0.12503908879668268,500-999
Q5T6V5,341,0.05428900586674969,0.08490407405879216,200-499
Q5T6X4,162,0.747578984920678,0.09186935341923391,<200
Q5T6X5,926,0.24268813581049228,0.07425427612796505,500-999
Q5T700,205,0.5062228273216135,0.14484128004970398,200-499
Q5T742,122,0.6189162658185176,0.22110855801692367,<200
Q5T749,579,0.8997156717065818,0.1266270320522639,500-999
Q5T750,250,0.8457142969188369,0.22627402142534161,200-499
Q5T751,118,0.9088335028160727,0.2443904665127031,<200
Q5T752,114,0.9154370632631355,0.23566481854105714,<200
Q5T753,118,0.9160156692235564,0.23674648819434682,<200
Q5T754,118,0.9109527955499789,0.236980163667526,<200
Q5T764,474,0.09368816043748104,0.07170316939645956,200-499
Q5T7B8,1368,0.7401541637930863,0.20636699520030735,>=1000
Q5T7M4,302,0.6404935414497335,0.06809434069277918,200-499
Q5T7M9,428,0.21058541664583258,0.08489378977337507,200-499
Q5T7N2,865,0.7605523524342692,0.08747499123279402,500-999
Q5T7N3,995,0.8117057199165545,0.08052946804281148,500-999
Q5T7N8,215,0.8971676801402653,0.10449560880613228,200-499
Q5T7P2,110,0.9087716262130594,0.23627350967523772,<200
Q5T7P3,118,0.907933758702249,0.24378377836678816,<200
Q5T7P6,136,0.7165645130559122,0.242530664567334,<200
Q5T7P8,510,0.6015058848149284,0.07160672425634733,500-999
Q5T7R7,199,0.8673302698187013,0.0993857414844324,<200
Q5T7V8,369,0.8038473248355688,0.09183587134330794,200-499
Q5T7W0,954,0.6403769627488952,0.0973867910004736,500-999
Q5T7W7,516,0.4246887092078676,0.12642852525367587,500-999
Q5T848,1215,0.7699155020135596,0.06359390869454158,>=1000
Q5T870,116,0.7937142921624467,0.24074703581302942,<200
Q5T871,98,0.8718428572724536,0.20487952277718163,<200
Q5T890,1561,0.7202508441460765,0.08449941446123475,>=1000
Q5T8A7,1209,0.9098571503165663,0.11786277712944002,>=1000
Q5T8D3,534,0.8512467684668553,0.0713555463413556,500-999
Q5T8I3,360,0.7732319735698108,0.09396760685777465,200-499
Q5T8I9,393,0.3805825309772127,0.12499265456824693,200-499
Q5T8P6,1007,0.7796419349611767,0.1833257151803358,>=1000
Q5T8R8,295,0.8970065852761456,0.15853415255697417,200-499
Q5T953,404,0.8910301829768073,0.0720885987513071,200-499
Q5T9A4,648,0.5366508458873975,0.20821723925683905,500-999
Q5T9C2,384,0.7755174716027128,0.07583993885322271,200-499
Q5T9C9,394,0.3923953095591111,0.10910915935278698,200-499
Q5T9G4,340,0.32839534986334135,0.1586224863947407,200-499
Q5T9L3,541,0.24220450872506322,0.1290362697236563,500-999
Q5T9S5,1454,0.5908893121428975,0.2372081753801078,>=1000
Q5T9Z0,273,0.3523640742685345,0.13352086734694055,200-499
Q5TA31,235,0.5239865615635378,0.1577826594072475,200-499
Q5TA45,600,0.08521348353793609,0.06489522957550756,500-999
Q5TA50,214,0.07549037113893983,0.05751600533923826,200-499
Q5TA76,89,0.8735381390101561,0.22959602188930797,<200
Q5TA77,95,0.8431017352112723,0.24520488525618406,<200
Q5TA78,99,0.8961596893618415,0.23689619782530622,<200
Q5TA79,106,0.9080043412015489,0.2426500505601567,<200
Q5TA81,110,0.9093388850431222,0.233474972488911,<200
Q5TA82,110,0.9124198995389913,0.2386486556492449,<200
Q5TA89,166,0.7171153361901689,0.08676331341121156,<200
Q5TAA0,569,0.1579242613496988,0.12425649402582868,500-999
Q5TAB7,128,0.8615800394358545,0.15393272124790652,<200
Q5TAG4,1457,0.6982339449306691,0.21434708762244298,>=1000
Q5TAH2,1124,0.17117945023048112,0.10751102339110409,>=1000
Q5TAP6,766,0.8350332136218256,0.0656956778542668,500-999
Q5TAQ9,597,0.6277805497009455,0.14467149255920728,500-999
Q5TAT6,717,0.7567071020928793,0.2757494635367586,500-999
Q5TAX3,1644,0.6534308977589544,0.17139335860394364,>=1000
Q5TB30,811,0.671978007234127,0.12229849139547645,500-999
Q5TB80,1403,0.764887964973454,0.12318598390882744,>=1000
Q5TBA9,3013,0.4154714378680679,0.1474287090748337,>=1000
Q5TBB1,312,0.6144071633449352,0.15638109889940496,200-499
Q5TBC7,163,0.3350257750386193,0.28238274081841136,<200
Q5TBE3,101,0.7573962724246496,0.17665134120757767,<200
Q5TBK1,243,0.6230043847799654,0.15554496467590556,200-499
Q5TC04,95,0.951607679791054,0.03156045342955184,<200
Q5TC12,328,0.556924964754318,0.07748023629778271,200-499
Q5TC63,336,0.0765558880455274,0.04815275242388433,200-499
Q5TC79,503,0.7445166449154882,0.12529095157981554,500-999
Q5TC82,1133,0.6725176215685817,0.1764161282233054,>=1000
Q5TC84,451,0.7597427190452856,0.15688127803190288,200-499
Q5TCH4,519,0.11637023406451902,0.06653677921150498,500-999
Q5TCM9,118,0.9122059938484272,0.2356593997259035,<200
Q5TCQ9,1481,0.6710611166699558,0.17859887647527695,>=1000
Q5TCS8,1911,0.46287100347636206,0.1321560753047911,>=1000
Q5TCX8,1036,0.7159730791896542,0.14071443555861093,>=1000
Q5TCY1,1321,0.8211972810211832,0.16744732776106053,>=1000
Q5TCZ1,1133,0.759265484942277,0.19859178857762097,>=1000
Q5TD94,716,0.7537208707314035,0.08010709083997478,500-999
Q5TD97,284,0.16533443384657814,0.12349706253426476,200-499
Q5TDH0,399,0.5424575954147721,0.12485075240463864,200-499
Q5TDP6,509,0.35429100352043646,0.14861955896297122,500-999
Q5TEA3,1177,0.2774984218957711,0.1263006809515182,>=1000
Q5TEA6,688,0.27346074271049875,0.09388657945995574,500-999
Q5TEC3,545,0.7049658723169814,0.11470920943858769,500-999
Q5TEC6,136,0.6505872928475919,0.1520267388114346,<200
Q5TEJ8,643,0.48678204031239464,0.083470109401393,500-999
Q5TEU4,345,0.42229471697800364,0.11752678595487383,200-499
Q5TEZ4,76,0.8668370459580933,0.19502913830143231,<200
Q5TEZ5,329,0.6199237064958271,0.1660541783574238,200-499
Q5TF21,947,0.7511732673630388,0.2053073083429977,500-999
Q5TF39,518,0.40941227909888583,0.13338771492505208,500-999
Q5TF58,517,0.8033401881447357,0.08453005215692377,500-999
Q5TFE4,455,0.2553807334407979,0.11958479466427469,200-499
Q5TFG8,222,0.846874159738888,0.06746077376048594,200-499
Q5TG30,675,0.6258877776474703,0.05786626460142452,500-999
Q5TG53,156,0.9190375675908584,0.08625426124667915,<200
Q5TGI0,409,0.5435641493660077,0.12788873828271494,200-499
Q5TGI4,173,0.682711821592304,0.08597124830335108,<200
Q5TGJ6,251,0.8674629634077152,0.08487034052849433,200-499
Q5TGL8,231,0.664423538543475,0.12721287172530923,200-499
Q5TGP6,573,0.22114574737799306,0.09993738512403269,500-999
Q5TGS1,186,0.8797397332476377,0.06077837994010322,<200
Q5TGU0,170,0.15890213551402776,0.09419086341023129,<200
Q5TGY1,634,0.5506584235747192,0.1187970794370594,500-999
Q5TGY3,1603,0.8431736776731052,0.2070963000074838,>=1000
Q5TGZ0,78,0.5869349731036583,0.22185869602188407,<200
Q5TH69,2177,0.5305594791049589,0.13636018339427045,>=1000
Q5TH74,334,0.9056257242109591,0.08282102422530695,200-499
Q5THJ4,4388,0.46767129420650877,0.18161616520299695,>=1000
Q5THK1,2151,0.8656130976214167,0.2146774456543784,>=1000
Q5THR3,1501,0.39604030269499574,0.11282477387364463,>=1000
Q5TI25,2988,0.7217097602447304,0.2403454459209548,>=1000
Q5TIA1,1274,0.14048129795750205,0.05833175155836511,>=1000
Q5TID7,509,0.8802459891139011,0.05328048750026918,500-999
Q5TIE3,1220,0.6167672870926716,0.1307088369516074,>=1000
Q5TKA1,542,0.5946669371894606,0.09378819088569762,500-999
Q5TYM5,149,0.34492589318889244,0.15324342151637615,<200
Q5TYW1,1059,0.6527018004597124,0.1818684955209187,>=1000
Q5TYW2,823,0.663883640397277,0.12353024372712655,500-999
Q5TYX0,476,0.143798117609264,0.1022470198887926,200-499
Q5TZ20,316,0.17349493323623347,0.12570649225472905,200-499
Q5TZA2,2017,0.5711428292983217,0.25610132814709896,>=1000
Q5TZF3,266,0.5026742177909427,0.19556169884592092,200-499
Q5TZJ5,1347,0.8292056687767564,0.16712711268324612,>=1000
Q5U3C3,297,0.24397312359088782,0.1154382079666608,200-499
Q5U4N7,250,0.7964448038750419,0.17370739975548735,200-499
Q5U4P2,390,0.5558089135892311,0.14884741823195716,200-499
Q5U5Q3,659,0.8303729969193692,0.0735112314432276,500-999
Q5U5R9,776,0.35404453518755524,0.07005035398763187,500-999
Q5U5X0,104,0.43878513352398263,0.22300191355830545,<200
Q5U5X8,452,0.8133320413287923,0.1918576086812835,200-499
Q5U5Z8,902,0.5506910321697422,0.0756354765396765,500-999
Q5U623,682,0.8337841219941294,0.1426654775116052,500-999
Q5U649,245,0.4579428142593794,0.21676015044319663,200-499
Q5U651,963,0.5647149492890428,0.13779635919477023,500-999
Q5UAW9,335,0.29820125660678415,0.10081097080201543,200-499
Q5UCC4,262,0.6633911761359053,0.09636968727524747,200-499
Q5UE93,754,0.4778799305109028,0.10358545841595264,500-999
Q5UIP0,2472,0.6954887126877384,0.22331471696738797,>=1000
Q5VIR6,832,0.3739918132156022,0.0933207458382333,500-999
Q5VIY5,522,0.6659691358705261,0.17888096923840066,500-999
Q5VSD8,79,0.8762920746172547,0.17646411950627197,<200
Q5VSG8,457,0.38674561638211075,0.16685717289524443,200-499
Q5VSL9,837,0.4914454017319415,0.10895840152640894,500-999
Q5VSP4,162,0.39072714838773415,0.18004702364147246,<200
Q5VSR9,72,0.918247476711957,0.13574251487947875,<200
Q5VST6,288,0.08639624966472303,0.0345938849176845,200-499
Q5VST9,7968,0.411822127563451,0.11912259245002392,>=1000
Q5VSY0,366,0.8745265120183269,0.07283214011996253,200-499
Q5VT03,806,0.8472990996063126,0.1996829424954031,500-999
Q5VT06,3117,0.8305944453327819,0.21692286844783146,>=1000
Q5VT25,1732,0.4426590253448709,0.16737561950866514,>=1000
Q5VT28,67,0.7901111277439596,0.17515394498101886,<200
Q5VT33,79,0.5004315282109557,0.23073346932847577,<200
Q5VT40,261,0.3288109637780417,0.19414277895666002,200-499
Q5VT52,1461,0.8004689982310188,0.24407982182848004,>=1000
Q5VT66,337,0.16214842161418933,0.077768845113731,200-499
Q5VT79,327,0.10453949361477942,0.1287676393886869,200-499
Q5VT97,1194,0.7649245703627108,0.1358464110851513,>=1000
Q5VT98,475,0.12466408134326075,0.07531318540320603,200-499
Q5VT99,294,0.3034618547095527,0.12508074260889923,200-499
Q5VTA0,474,0.18202627937405058,0.09361488936944774,200-499
Q5VTB9,566,0.848158450195801,0.0850402700228655,500-999
Q5VTD9,330,0.6958977722893426,0.13870674985739684,200-499
Q5VTE0,462,0.21641172143754553,0.16264540528539975,200-499
Q5VTE6,544,0.5035859137301067,0.13032357397557037,500-999
Q5VTH2,177,0.8312558017082011,0.1910367147544282,<200
Q5VTH9,848,0.6684757935527929,0.12937319743751616,500-999
Q5VTJ3,777,0.680833192617578,0.13230717742213757,500-999
Q5VTL7,733,0.11699546261013927,0.07565106003556664,500-999
Q5VTL8,546,0.8190845198345503,0.06523229234385514,500-999
Q5VTM2,703,0.6495382500934006,0.08235761715701846,500-999
Q5VTQ0,682,0.3289003788196879,0.06798381872716883,500-999
Q5VTR2,975,0.5568205266293185,0.24420170650079331,500-999
Q5VTT2,229,0.7311097384751039,0.21363045712149073,200-499
Q5VTT5,1437,0.24770432584760768,0.1465887579450678,>=1000
Q5VTU8,51,0.6926190716181604,0.21175076819555982,<200
Q5VTY9,493,0.053228717675573585,0.04188544957872876,200-499
Q5VU36,1347,0.8295078536099331,0.15264329709615995,>=1000
Q5VU43,2346,0.6574755253381033,0.229137341249839,>=1000
Q5VU57,503,0.27168754771027853,0.0975775909185264,500-999
Q5VU65,1888,0.14540759079298451,0.10281926216160162,>=1000
Q5VU69,101,0.4128034386928869,0.24768913168823833,<200
Q5VU92,463,0.28476146432561883,0.11505418244024629,200-499
Q5VU97,1274,0.35968193467032855,0.1387216775301668,>=1000
Q5VUA4,2279,0.849580681796181,0.18892156725816484,>=1000
Q5VUB5,890,0.7528568089706901,0.09234189220622031,500-999
Q5VUD6,431,0.2335709196691397,0.08572710808389142,200-499
Q5VUE5,145,0.710973929071713,0.10727743572205665,<200
Q5VUG0,894,0.47636275160763747,0.08295645598508629,500-999
Q5VUJ5,663,0.7003316701674124,0.08525083126313535,500-999
Q5VUJ6,765,0.7290879209973575,0.08065378065254383,500-999
Q5VUJ9,269,0.7581961667645792,0.0904843554710253,200-499
Q5VUM1,108,0.8879894277415019,0.10760795700752776,<200
Q5VUR7,823,0.6723764888140215,0.11241553603867632,500-999
Q5VUY0,407,0.0671174221887521,0.06405070193627833,200-499
Q5VUY2,407,0.06501061991368064,0.0590629885134954,200-499
Q5VV16,416,0.7895229789105829,0.1963669213467154,200-499
Q5VV17,481,0.7748436073509989,0.0803096476565679,200-499
Q5VV41,709,0.6284254744538632,0.06625606034576376,500-999
Q5VV42,579,0.3855953950394362,0.0957406143870997,500-999
Q5VV43,1072,0.5365537567466119,0.10515097885782508,>=1000
Q5VV52,315,0.678718030574174,0.16248676883231483,200-499
Q5VV63,1379,0.26470489816142423,0.09959683346883173,>=1000
Q5VV67,1664,0.8556913828224684,0.19178267312136352,>=1000
Q5VVB8,128,0.22199242357489962,0.17594851146512996,<200
Q5VVC0,180,0.2851914128897902,0.21956913619178162,<200
Q5VVH2,108,0.17867222191548568,0.24158621211361156,<200
Q5VVH5,260,0.5352890287150716,0.14298826004170506,200-499
Q5VVJ2,828,0.6546177672775355,0.11479961336440414,500-999
Q5VVM6,783,0.7322508019533133,0.10305684631506924,500-999
Q5VVP1,1343,0.8410712336467577,0.14365406892475954,>=1000
Q5VVQ6,348,0.40256293271362026,0.09732837630210403,200-499
Q5VVS0,124,0.695698651522925,0.20596382064083057,<200
Q5VVW2,1013,0.5182962653081188,0.06588689346145062,>=1000
Q5VVX9,321,0.5654738366254375,0.1322139995554559,200-499
Q5VVY1,283,0.2116146921227346,0.09606927693118829,200-499
Q5VW00,463,0.3260758282538507,0.10945174031945007,200-499
Q5VW22,663,0.6880154730496043,0.08377305007731066,500-999
Q5VW32,411,0.24672905749020713,0.09712836526400462,200-499
Q5VW36,1801,0.12958181124245058,0.07204622319885712,>=1000
Q5VW38,600,0.543556649497375,0.13579688723104807,500-999
Q5VWC8,232,0.14007842144221697,0.12159749847777476,200-499
Q5VWG9,929,0.8599301478338298,0.16999035617531208,500-999
Q5VWI1,586,0.6948071612361442,0.2594103153244693,500-999
Q5VWJ9,437,0.4873522165782278,0.09855602008208199,200-499
Q5VWK0,638,0.8735369169212137,0.04941945245299401,500-999
Q5VWK5,629,0.6437828572090807,0.0994582648137245,500-999
Q5VWM3,479,0.18593155244231682,0.09592146206880708,200-499
Q5VWM4,474,0.17459344915584696,0.08752559541625693,200-499
Q5VWM6,474,0.186630069929315,0.08591867802745985,200-499
Q5VWN6,2430,0.7778091647749276,0.2071821173857874,>=1000
Q5VWP2,391,0.2592554896681412,0.1287757042173732,200-499
Q5VWP3,993,0.9072142525989,0.11380418628044447,500-999
Q5VWQ0,802,0.6964038917225188,0.1498090463824584,500-999
Q5VWQ8,1189,0.6416266758394713,0.1866606781821463,>=1000
Q5VWT5,728,0.9160655829390911,0.04921879932963707,500-999
Q5VWW1,255,0.6268199760719381,0.10836371004547005,200-499
Q5VWX1,349,0.8011148312989824,0.060260544970975397,200-499
Q5VWZ2,237,0.08307712658262241,0.04531095683399342,200-499
Q5VX52,459,0.7172267847706528,0.10083402893681821,200-499
Q5VX71,490,0.6717384155237685,0.10700472782395998,200-499
Q5VXD3,122,0.6617846758615201,0.15237244707489903,<200
Q5VXH4,476,0.14339601250614725,0.09894123543202922,200-499
Q5VXH5,474,0.17381472097780068,0.08754020712471798,200-499
