,protein_length,mean_disorder_percentile,predictor_disagreement,length_bin
Q7L8J4,393,0.7541254569929884,0.08481569719743152,200-499
Q7L8L6,764,0.40278667940241847,0.07595737145555351,500-999
Q7L8S5,288,0.4695590740400556,0.1871758496253067,200-499
Q7L8W6,267,0.08206069307675223,0.06535160085516273,200-499
Q7L945,461,0.6444524086158105,0.14117515451022497,200-499
Q7L985,606,0.2927316171509017,0.09544912623068395,500-999
Q7L9B9,569,0.5517447519208806,0.07335217856219774,500-999
Q7L9L4,216,0.21035899170572386,0.11499190948908468,200-499
Q7LBC6,1761,0.6726198660569879,0.214749411872724,>=1000
Q7LBE3,791,0.37521600700248114,0.10273734292191788,500-999
Q7LBR1,199,0.608704839199662,0.15197797766063584,<200
Q7LC44,396,0.6693066606200667,0.08386309458143028,200-499
Q7LDG7,609,0.3816904953702708,0.1041814934589259,500-999
Q7LFL8,322,0.8573229951606299,0.04861748003790571,200-499
Q7LFX5,561,0.42313866351548274,0.09496865055136439,500-999
Q7LG56,351,0.3366807889428815,0.15854093066652855,200-499
Q7LGA3,356,0.31051072133684354,0.09542799606180256,200-499
Q7LGC8,479,0.371843432381474,0.07739171579881159,200-499
Q7M4L6,423,0.90176944518263,0.03565607110843106,200-499
Q7RTM1,612,0.47187432862618245,0.0929556647236706,500-999
Q7RTN6,431,0.5077280510908571,0.0687007671545038,200-499
Q7RTP0,329,0.20988248900762121,0.10920263728192271,200-499
Q7RTP6,2002,0.7237220603670086,0.1923341222965896,>=1000
Q7RTR0,991,0.04835290634547696,0.03258174018865891,500-999
Q7RTR2,1065,0.16582832633418038,0.0842185010558984,>=1000
Q7RTR8,314,0.13638988294097149,0.09273905990200577,200-499
Q7RTS1,189,0.8705829007186672,0.10120607528355721,<200
Q7RTS3,328,0.8861318551383631,0.05849043248544249,200-499
Q7RTS5,596,0.4082396212789236,0.10245760514738966,500-999
Q7RTS6,562,0.3743051764008073,0.10158618548008959,500-999
Q7RTS7,529,0.6826388069009971,0.14258079446308444,500-999
Q7RTS9,669,0.20468514196336038,0.07486791343281046,500-999
Q7RTT3,188,0.8994271547710362,0.045189059828693305,<200
Q7RTT4,187,0.8835841678396722,0.04991001295588053,<200
Q7RTT5,188,0.9099276893984423,0.041367280790770046,<200
Q7RTT6,188,0.9167801957495094,0.042124722012811505,<200
Q7RTT9,530,0.4625923788038846,0.1185745193863197,500-999
Q7RTU0,167,0.8894073858814695,0.04223247728115747,<200
Q7RTU1,214,0.8762677426665508,0.08750592685654149,200-499
Q7RTU3,272,0.8394132430603627,0.11639658474539182,200-499
Q7RTU4,235,0.8571945798943273,0.19836605172919877,200-499
Q7RTU5,206,0.8624754504559694,0.060906545517899896,200-499
Q7RTU7,201,0.866167996306827,0.07284485158912686,200-499
Q7RTU9,1775,0.2580156642599277,0.14944518223712988,>=1000
Q7RTV0,110,0.3805513208985088,0.259288704213567,<200
Q7RTV2,222,0.09583226095963562,0.13198824111035085,200-499
Q7RTV3,350,0.8244341001764699,0.1006776282726704,200-499
Q7RTV5,226,0.39203201845753666,0.10929382128775958,200-499
Q7RTW8,1153,0.14605229183924104,0.05374120996536792,>=1000
Q7RTX0,852,0.18654935497527228,0.07738107153543262,500-999
Q7RTX1,841,0.11855737533478809,0.07819909411241781,500-999
Q7RTX7,472,0.6381131257749718,0.12754327217869188,200-499
Q7RTX9,510,0.39640644159385147,0.12512079914541407,500-999
Q7RTY0,426,0.1757913165594239,0.09492070168685957,200-499
Q7RTY1,509,0.3588426479577071,0.14325540476416093,500-999
Q7RTY3,260,0.14339127567055415,0.057647056913017025,200-499
Q7RTY5,328,0.2946249492503596,0.0939129173710357,200-499
Q7RTY7,1134,0.2780128249164313,0.13222618614680692,>=1000
Q7RTY8,843,0.22409569180396738,0.08374033722391673,500-999
Q7RTY9,318,0.3114441425633488,0.09008621436059293,200-499
Q7RTZ1,564,0.1595379740899126,0.056343251508987904,500-999
Q7RTZ2,530,0.6279093739257696,0.08347756287771334,500-999
Q7Z2D5,763,0.7927037422038621,0.08624046381870545,500-999
Q7Z2E3,356,0.4507976522337757,0.07755570311282177,200-499
Q7Z2F6,126,0.6033860694397245,0.23690705131205358,<200
Q7Z2G1,153,0.7331786861697044,0.12058641494063249,<200
Q7Z2H8,476,0.25846370767573784,0.07937806468933241,200-499
Q7Z2K6,904,0.17294295293141287,0.10435723374266605,500-999
Q7Z2K8,1008,0.8583521688481823,0.1535969913898825,>=1000
Q7Z2Q7,622,0.4594210130710743,0.11105676307420125,500-999
Q7Z2R9,100,0.8970609945720577,0.07211337480114521,<200
Q7Z2T5,733,0.5475423977161186,0.05601072951902252,500-999
Q7Z2V1,217,0.9765915214340012,0.03390151497350567,200-499
Q7Z2W4,902,0.5422998290668933,0.15985900294256053,500-999
Q7Z2W7,1104,0.20883091136327026,0.052962796774812554,>=1000
Q7Z2W9,205,0.5311397725076709,0.15302140678641166,200-499
Q7Z2X4,250,0.5918087587950692,0.09556565792921647,200-499
Q7Z2X7,111,0.9603020351241074,0.04782838797684432,<200
Q7Z2Y5,1582,0.6736981886044979,0.16066133168191332,>=1000
Q7Z2Y8,2422,0.21985575137379618,0.07923813708528096,>=1000
Q7Z2Z1,1910,0.7901732873997515,0.15092654984073695,>=1000
Q7Z2Z2,1120,0.3667030316546737,0.09358502055773114,>=1000
Q7Z304,686,0.14943558033915444,0.07198233567197787,500-999
Q7Z309,247,0.9714912060839463,0.027218156604757463,200-499
Q7Z333,2677,0.6907191932097502,0.15837953567700622,>=1000
Q7Z340,670,0.6006817339872983,0.15371527585832545,500-999
Q7Z353,690,0.8538627115786069,0.1297031367692394,500-999
Q7Z388,723,0.1739477210644382,0.05934803366885321,500-999
Q7Z392,1133,0.10572880005007437,0.06610329139426713,>=1000
Q7Z398,422,0.629324038067536,0.11450166998852246,200-499
Q7Z3B0,74,0.5783892788730121,0.251493088646129,<200
Q7Z3B1,354,0.2833066989486265,0.15984914389707375,200-499
Q7Z3B3,1105,0.8280412988161524,0.16516322525755792,>=1000
Q7Z3B4,507,0.6200728663370013,0.11619674736136289,500-999
Q7Z3C6,839,0.5702183999600042,0.08854593213690011,500-999
Q7Z3D4,306,0.8560832046861001,0.07846117097987294,200-499
Q7Z3D6,616,0.19312257946919534,0.13175482543102723,500-999
Q7Z3E1,657,0.5588616916871293,0.08820263686402503,500-999
Q7Z3E2,898,0.657579876460904,0.16619595918293514,500-999
Q7Z3E5,818,0.6052690205601706,0.06087306451234959,500-999
Q7Z3F1,870,0.4035810114517365,0.10350254576686815,500-999
Q7Z3G6,844,0.7615597459657106,0.10954935683828217,500-999
Q7Z3H0,452,0.6798149289665423,0.0915844855717066,200-499
Q7Z3H4,446,0.8471331879753785,0.07481343652239147,200-499
Q7Z3I7,529,0.6414316293795526,0.15867080437240963,500-999
Q7Z3J2,963,0.29136588790089174,0.09147015888893577,500-999
Q7Z3J3,1758,0.6129996497079658,0.07895241269019324,>=1000
Q7Z3K3,1410,0.683609975908999,0.1608515526852274,>=1000
Q7Z3K6,550,0.8377118991860977,0.03526817773187881,500-999
Q7Z3Q1,461,0.12052276137214131,0.08088723973582881,200-499
Q7Z3S7,1137,0.2556012316811999,0.13022109888022704,>=1000
Q7Z3S9,236,0.3119750075752475,0.12689014998314854,200-499
Q7Z3T1,314,0.12787867470409267,0.10055652007212913,200-499
Q7Z3T8,1539,0.7315620333941233,0.18202157583503223,>=1000
Q7Z3U7,1717,0.2264884218557893,0.06878113976611597,>=1000
Q7Z3V4,1068,0.13373181030367745,0.04127928201967427,>=1000
Q7Z3V5,609,0.5385069245410959,0.13477486864680696,500-999
Q7Z3Y7,464,0.6584819127723642,0.13734226250674983,200-499
Q7Z3Y8,459,0.6682187146647651,0.13016831918233507,200-499
Q7Z3Y9,468,0.6373479750433323,0.1665145281386047,200-499
Q7Z3Z0,450,0.6505627924585087,0.12620782546498954,200-499
Q7Z3Z2,195,0.7227264822397991,0.1116018848340565,<200
Q7Z3Z3,882,0.2964657006824503,0.06908956083668406,500-999
Q7Z3Z4,852,0.22960100323631044,0.037591917281200954,500-999
Q7Z401,1863,0.5950125983861525,0.15233796415352271,>=1000
Q7Z402,723,0.3498610417336101,0.0848302301001634,500-999
Q7Z403,805,0.4741794867804541,0.08596760427198329,500-999
Q7Z404,712,0.44049246336193865,0.07552115005671002,500-999
Q7Z406,1995,0.4053470402298253,0.23744935969188075,>=1000
Q7Z407,3707,0.20682498727522425,0.10030059737370105,>=1000
Q7Z408,3487,0.15925816504210474,0.08976848057978569,>=1000
Q7Z410,1059,0.3482074920821785,0.14605337118697562,>=1000
Q7Z412,305,0.4984586885780405,0.12499325018259329,200-499
Q7Z417,695,0.9130221436739625,0.06689227543794751,500-999
Q7Z418,384,0.5367909277550494,0.1473313376816097,200-499
Q7Z419,303,0.40756205256301786,0.12320417694705814,200-499
Q7Z422,152,0.9660256935956214,0.034634721867249474,<200
Q7Z429,371,0.6781279473399977,0.07343610441223895,200-499
Q7Z434,540,0.9030319893338049,0.06835240857138819,500-999
Q7Z442,2459,0.2537481608813759,0.11798461053564141,>=1000
Q7Z443,1732,0.35238031721645063,0.1741664890387041,>=1000
Q7Z444,233,0.4815971709733353,0.14610900644411512,200-499
Q7Z449,544,0.1902434381246286,0.06351259859551019,500-999
Q7Z460,1538,0.6161787790966657,0.09194302294008153,>=1000
Q7Z465,357,0.7477196680827518,0.049684340896039604,200-499
Q7Z478,1369,0.4385770570958764,0.06659733302619499,>=1000
Q7Z494,1330,0.3529295423501749,0.10231057361096646,>=1000
Q7Z4B0,112,0.8169234069565888,0.08012473651858264,<200
Q7Z4F1,713,0.620385147446904,0.07983751752917777,500-999
Q7Z4G1,85,0.4576296476932803,0.19047632843802076,<200
Q7Z4G4,463,0.16975461905367095,0.08853355468518366,200-499
Q7Z4H3,204,0.23791520934167795,0.16269581134816888,200-499
Q7Z4H4,148,0.9074375620867209,0.06054140370108351,<200
Q7Z4H7,955,0.7335192726357663,0.17240557530999787,500-999
Q7Z4H8,507,0.14656964309651058,0.0816785402388199,500-999
Q7Z4H9,259,0.7848992214197708,0.12146132270646225,200-499
Q7Z4I7,341,0.23887895745977422,0.13998122245845526,200-499
Q7Z4J2,276,0.19350722677280938,0.10337939055058303,200-499
Q7Z4K8,759,0.4308188874754486,0.04369263305407775,500-999
Q7Z4L0,72,0.7784891732546922,0.13430989336173013,<200
Q7Z4L5,1316,0.0702565996500066,0.061837189777672726,>=1000
Q7Z4L9,309,0.3606391346917201,0.1306650337666959,200-499
Q7Z4M0,266,0.6416480995430636,0.08535451202907879,200-499
Q7Z4N2,1603,0.5538359029360147,0.07732941392136417,>=1000
Q7Z4N8,544,0.18664293142611663,0.06373957192502996,500-999
Q7Z4P5,450,0.5600700373931324,0.1490770591064779,200-499
Q7Z4Q2,680,0.3627996084913291,0.11372664382925615,500-999
Q7Z4R8,191,0.5936485945658647,0.08652312936837124,<200
Q7Z4S6,1674,0.5480390949772456,0.15665292935475336,>=1000
Q7Z4S9,335,0.8661717668029275,0.03667694240953872,200-499
Q7Z4T8,443,0.2841912764969386,0.0757822228141739,200-499
Q7Z4T9,767,0.5748480008031974,0.18278053787032716,500-999
Q7Z4V0,828,0.8408577744793929,0.11162423864486126,500-999
Q7Z4V5,671,0.9016551990847123,0.0556683307041234,500-999
Q7Z4W1,244,0.04379457798182945,0.07368220260584833,200-499
Q7Z4W2,148,0.20124810706053006,0.10973846956763916,<200
Q7Z4W3,81,0.7343269942393738,0.3400319038800271,<200
Q7Z4Y8,100,0.45654993504334224,0.23508684192502535,<200
Q7Z553,956,0.13455132383634852,0.1155958931557617,500-999
Q7Z569,592,0.5272733838130897,0.09474619167142892,500-999
Q7Z570,1209,0.8297522302622253,0.1842963814906501,>=1000
Q7Z572,469,0.8232539157726325,0.0324387396223689,200-499
Q7Z589,1322,0.8366080556294004,0.2014274233607615,>=1000
Q7Z591,1439,0.8865348572859232,0.1702468382020595,>=1000
Q7Z5A4,293,0.4169152755292326,0.08965759621854807,200-499
Q7Z5A7,132,0.5230847789494056,0.10450212090863227,<200
Q7Z5A8,133,0.4521711907621215,0.12512137480037863,<200
Q7Z5A9,133,0.5019381598128161,0.13125828028937628,<200
Q7Z5B4,369,0.8496772005768696,0.06313496460324088,200-499
Q7Z5D8,188,0.8352668692656466,0.07430697380268625,<200
Q7Z5G4,137,0.35891574971588913,0.1721466467595166,<200
Q7Z5H3,698,0.6941640113433996,0.07252074272057395,500-999
Q7Z5H4,357,0.2940489914000586,0.1610919720166925,200-499
Q7Z5H5,301,0.12691233003955635,0.09445978048892872,200-499
Q7Z5J1,315,0.5258536112284681,0.1144181421648568,200-499
Q7Z5J4,1906,0.8629773514408055,0.19566480119445426,>=1000
Q7Z5J8,1434,0.20696176507288375,0.10712900589450688,>=1000
Q7Z5K2,1190,0.7643457571980002,0.06804531080970276,>=1000
Q7Z5L0,202,0.3453337229011252,0.07098547281704348,200-499
Q7Z5L2,792,0.8740517864895633,0.10328163449549527,500-999
Q7Z5L3,287,0.7133545469117052,0.0748274783941483,200-499
Q7Z5L4,167,0.7572580300380255,0.10695519401726897,<200
Q7Z5L7,613,0.30473358915376386,0.0739967762287697,500-999
Q7Z5L9,587,0.8017454138808763,0.23467134363676334,500-999
Q7Z5M5,1100,0.6582977237582979,0.05897604965233729,>=1000
Q7Z5M8,362,0.19552024598153966,0.07290497745220095,200-499
Q7Z5N4,2213,0.3304466698678492,0.1298332919850774,>=1000
Q7Z5P4,300,0.07759921443917764,0.0576067130577226,200-499
Q7Z5P9,8384,0.7224894278962725,0.22407308029314446,>=1000
Q7Z5Q1,589,0.7436970245915336,0.1355110018242268,500-999
Q7Z5Q5,900,0.5053623194331786,0.06479292187705533,500-999
Q7Z5R6,666,0.7482786186950092,0.05731404922876948,500-999
Q7Z5S9,345,0.17847525205424594,0.1098012789622655,200-499
Q7Z5U6,358,0.37272429221665365,0.13682743280735563,200-499
Q7Z5V6,425,0.9244009526239415,0.06567830046101321,200-499
Q7Z5W3,292,0.35771325564761647,0.12290852732732967,200-499
Q7Z5Y6,402,0.41640190527681087,0.10477363924005179,200-499
Q7Z5Y7,419,0.6606171787840857,0.09789554376588552,200-499
Q7Z601,462,0.5745181241152374,0.10778454007050038,200-499
Q7Z602,305,0.10542306159919312,0.08093261986543754,200-499
Q7Z614,316,0.4094297831787316,0.09340230346195547,200-499
Q7Z624,323,0.3272330265217863,0.07216498794486653,200-499
Q7Z628,596,0.673877103408505,0.041483630110095225,500-999
Q7Z692,300,0.7496178655343756,0.08047083879086543,200-499
Q7Z695,626,0.37987721007947,0.15969658931011005,500-999
Q7Z698,418,0.7065628552204782,0.06371650872450801,200-499
Q7Z699,444,0.7353996728292832,0.06712109470866208,200-499
Q7Z6A9,289,0.7477407864379234,0.11836225070492899,200-499
Q7Z6B0,441,0.7332303276278834,0.10572758001755435,200-499
Q7Z6B7,1085,0.5880863297571368,0.10608185724293613,>=1000
Q7Z6E9,1792,0.8586794218953047,0.17283976660236355,>=1000
Q7Z6G3,386,0.5858471111155892,0.06110204940446376,200-499
Q7Z6G8,1248,0.6896099127639607,0.14525623284545863,>=1000
Q7Z6I5,190,0.6997748691774595,0.17838311516701674,<200
Q7Z6I6,1101,0.8865592262090628,0.08476389448594104,>=1000
Q7Z6I8,188,0.957507418034954,0.05773043400193856,<200
Q7Z6J0,888,0.7773150324851029,0.16169161364387258,500-999
Q7Z6J2,395,0.7801079990137775,0.027539709367762392,200-499
Q7Z6J4,655,0.38541900606632973,0.06785536116070362,500-999
Q7Z6J6,570,0.5639274858443909,0.08060744132303271,500-999
Q7Z6J8,389,0.2245228041901522,0.10542846008763013,200-499
Q7Z6J9,526,0.6555160672255668,0.11793748791056748,500-999
Q7Z6K1,395,0.8299369188484371,0.07818217000183764,200-499
Q7Z6K3,402,0.40344267614365975,0.13533896605660625,200-499
Q7Z6K4,114,0.3029253442619461,0.1540972241351462,<200
Q7Z6K5,226,0.40449363613504197,0.2062700015602362,200-499
Q7Z6L0,340,0.945785692349436,0.02447312020952262,200-499
Q7Z6L1,1165,0.3757786543207435,0.11233651653015382,>=1000
Q7Z6M1,372,0.3516421662455436,0.1450764343052439,200-499
Q7Z6M2,555,0.3438286110962168,0.09082448430393052,500-999
Q7Z6M3,343,0.6466895742633959,0.08328517700918017,200-499
Q7Z6M4,381,0.6081935762341331,0.09402277348837344,200-499
Q7Z6P3,1021,0.8155302789688335,0.09065855252617504,>=1000
Q7Z6R9,452,0.7405619171718022,0.1168813197508289,200-499
Q7Z6V5,191,0.3443236897660091,0.16578987437254747,<200
Q7Z6W1,182,0.708108581168657,0.1999818309103077,<200
Q7Z6W7,309,0.7455633565381036,0.1433430352680402,200-499
Q7Z6Z6,429,0.3760437538701927,0.08089160851207453,200-499
Q7Z6Z7,4374,0.5561618738049013,0.1453251544555764,>=1000
Q7Z713,158,0.5165007733951327,0.11714910861878723,<200
Q7Z736,793,0.4784723812876068,0.10211660910547238,500-999
Q7Z739,585,0.8509227095706972,0.04478076443386091,500-999
Q7Z745,1585,0.07617098291806912,0.036196911706463,>=1000
Q7Z769,313,0.09734401290384913,0.08304316657333717,200-499
Q7Z794,578,0.7566200842734039,0.10279830688757517,500-999
Q7Z7A1,2325,0.5665591354216308,0.2367704691734285,>=1000
Q7Z7A3,348,0.28722505030771334,0.09345896228375983,200-499
Q7Z7A4,578,0.4848962798433239,0.08671236403758648,500-999
Q7Z7B0,1213,0.734862120470659,0.18315072104450997,>=1000
Q7Z7B1,504,0.14144526765593893,0.06715869480556207,500-999
Q7Z7B7,95,0.7216074865084827,0.13626221728559626,<200
Q7Z7B8,93,0.6903270099698455,0.1879920133584922,<200
Q7Z7C7,330,0.7410804765192606,0.07961387864055636,200-499
Q7Z7C8,310,0.7567543236444919,0.0858963984069912,200-499
Q7Z7D3,282,0.2671065710659733,0.13334401833682463,200-499
Q7Z7E8,422,0.5591901389704492,0.10134861943364408,200-499
Q7Z7F0,614,0.8296534257318958,0.10514969637723982,500-999
Q7Z7F7,128,0.7891415382616138,0.10943823774723258,<200
Q7Z7G0,1068,0.7795010363711706,0.10162664318288998,>=1000
Q7Z7G1,428,0.8204403846526167,0.15157159620987323,200-499
Q7Z7G2,160,0.8197848604081381,0.12150233513988147,<200
Q7Z7G8,4022,0.4169913983934794,0.12653229329804136,>=1000
Q7Z7H3,387,0.4075086525439814,0.11247462124897566,200-499
Q7Z7H5,227,0.32164221042440294,0.10332000683388132,200-499
Q7Z7H8,261,0.5829851784991851,0.10231352807932945,200-499
Q7Z7J5,298,0.7118358485037207,0.09047774455797093,200-499
Q7Z7J7,247,0.39405595994593245,0.12127225226711956,200-499
Q7Z7J9,78,0.8497628053494191,0.13437738969523197,<200
Q7Z7K0,106,0.38275494685218103,0.26202472307181546,<200
Q7Z7K2,595,0.7124099526559787,0.16641956983555842,500-999
Q7Z7K6,275,0.7522959846544851,0.07504880627421015,200-499
Q7Z7L1,901,0.13111526327722145,0.07244290949892684,500-999
Q7Z7L7,766,0.12202642680501782,0.07148111033878779,500-999
Q7Z7L8,122,0.9345005524087593,0.059198664739742377,<200
Q7Z7L9,614,0.6387918130967912,0.1067440276301565,500-999
Q7Z7M0,2845,0.3229387468502285,0.144926071768694,>=1000
Q7Z7M1,963,0.2755462231300016,0.1284095565351037,500-999
Q7Z7M8,397,0.3257893237523622,0.11658102219299046,200-499
Q7Z7M9,940,0.6748792911802678,0.06797935534273589,500-999
Q7Z7N9,219,0.3353816542561067,0.14368025157480702,200-499
Q86SE5,291,0.8084514112955492,0.060257256526201286,200-499
Q86SE8,214,0.801476730106855,0.09443136892294636,200-499
Q86SE9,256,0.4764296813146486,0.11053033820695454,200-499
Q86SF2,657,0.35114461772378186,0.08356831578340308,500-999
Q86SG2,305,0.5487305663284395,0.12524016586068398,200-499
Q86SG3,579,0.651607744016591,0.16694902561176395,500-999
Q86SG4,172,0.8473208339566527,0.06866223368741663,<200
Q86SG5,101,0.40724415149764154,0.22811559155768432,<200
Q86SG6,692,0.21056371341679922,0.10028623502011419,500-999
Q86SG7,212,0.2647130747438106,0.09305274108486501,200-499
Q86SH2,424,0.8649446546188981,0.0669582288096511,200-499
Q86SH4,94,0.6465520818040414,0.24124736727634866,<200
Q86SI9,138,0.552701647368052,0.18258414118618702,<200
Q86SJ2,522,0.48465654529134045,0.10700454266886275,500-999
Q86SJ6,1040,0.5901963747359533,0.07884090992903849,>=1000
Q86SK9,330,0.3249657467247934,0.13639664353802314,200-499
Q86SM5,289,0.1983330653782661,0.11972336284720818,200-499
Q86SM8,312,0.2341289407890216,0.11053319467547242,200-499
Q86SP6,731,0.6897630167132479,0.12816854067183645,500-999
Q86SQ0,1253,0.7676992745676603,0.17241339748943293,>=1000
Q86SQ3,457,0.211334635124406,0.11605657788213045,200-499
Q86SQ4,1221,0.24152519839109637,0.11698292301124667,>=1000
Q86SQ6,560,0.7229156647270525,0.0715384569398257,500-999
Q86SQ7,713,0.6335407931514042,0.148398135088706,500-999
Q86SQ9,333,0.14909054428897922,0.10823358607214918,200-499
Q86SR1,603,0.23449563857668573,0.09112934560647544,500-999
Q86SS6,491,0.5869013358064317,0.06988740633817782,200-499
Q86SU0,546,0.7690220305188812,0.1228902584077468,500-999
Q86SX3,495,0.5313984204716996,0.13223803149150468,200-499
Q86SX6,157,0.5269571181981408,0.10206195362509926,<200
Q86SY8,53,0.7204952058194538,0.22245152782850694,<200
Q86SZ2,158,0.06660886248196457,0.06154567860992463,<200
Q86T03,277,0.636087650848806,0.09002270500010694,200-499
Q86T13,490,0.6897291890647814,0.07560795962331679,200-499
Q86T20,102,0.8106798993407075,0.1211184130779232,<200
Q86T23,111,0.5775874895429486,0.18495765123707322,<200
Q86T24,672,0.7622795297215553,0.15319952139296159,500-999
Q86T26,416,0.1576560094587582,0.07825276704975646,200-499
Q86T29,641,0.5149736331415339,0.13085282773056428,500-999
Q86T65,1068,0.39074085117017365,0.1245756481893127,>=1000
Q86T75,865,0.7983681957807691,0.09054310821478387,500-999
Q86T82,979,0.7508348110126312,0.0658322055043267,500-999
Q86T90,577,0.8730161822093562,0.05661966846070002,500-999
Q86T96,592,0.7034373263518247,0.13839365107829552,500-999
Q86TA1,216,0.19157601169427113,0.1305372829150176,200-499
Q86TA4,180,0.6384647890056832,0.24974503745964055,<200
Q86TB3,2170,0.8427512984294449,0.15562786384098354,>=1000
Q86TB9,770,0.7440625100548341,0.10800822160158231,500-999
Q86TC9,1320,0.7469494061093446,0.16298514310198378,>=1000
Q86TD4,473,0.28170014498918233,0.06424611579845849,200-499
Q86TE4,346,0.8071209641634278,0.08205018174083642,200-499
Q86TG1,271,0.27058974587198176,0.09967517929758786,200-499
Q86TG7,708,0.5094702611091592,0.13834107996470335,500-999
Q86TH1,951,0.495082731312499,0.18191821197924907,500-999
Q86TI0,1168,0.5770904183449187,0.09314656219865472,>=1000
Q86TI2,863,0.13938199378933538,0.10086793569355207,500-999
Q86TI4,376,0.18234269264307149,0.07019538901001215,200-499
Q86TJ2,420,0.42248550236080534,0.12158546148402313,200-499
Q86TJ5,538,0.7117197052979607,0.1846898145791422,500-999
Q86TL0,474,0.5152840555058582,0.06363245672302205,200-499
Q86TL2,294,0.5905350502638699,0.12370053716220965,200-499
Q86TM3,631,0.42075848789130843,0.09004207884667083,500-999
Q86TM6,617,0.65010646882119,0.06925265631230415,500-999
Q86TN4,253,0.45266470291995375,0.1390399345907194,200-499
Q86TP1,453,0.3992500461628099,0.12290143250132766,200-499
Q86TS9,123,0.8074089699735026,0.1361798375212866,<200
Q86TU6,105,0.8563260907845798,0.08327563659642113,<200
Q86TU7,594,0.3927152185857789,0.14315849084827997,500-999
Q86TV6,843,0.2380942757724942,0.07484063101442859,500-999
Q86TW2,530,0.10144596460191095,0.04843172677234931,500-999
Q86TX2,421,0.10999446995483309,0.12511360589316947,200-499
Q86TY3,774,0.9011814594189559,0.0852994043656995,500-999
Q86TZ1,520,0.064381454038872,0.05465465746566427,500-999
Q86U02,117,0.7348845461995323,0.2318516363140512,<200
Q86U06,439,0.7418884149580112,0.08904321987669388,200-499
Q86U10,573,0.16957983210154817,0.0900612732950158,500-999
Q86U17,422,0.23589016827770734,0.12444325028158974,200-499
Q86U28,154,0.60503580920942,0.08077300068498589,<200
Q86U37,167,0.6769204285086652,0.22501044369236026,<200
Q86U38,636,0.34797846801548665,0.1212609393122735,500-999
Q86U42,306,0.8628471268775612,0.0495300852341997,200-499
Q86U44,580,0.6141595879356067,0.06948399551435147,500-999
Q86U70,411,0.710394132242599,0.0722836929883701,200-499
Q86U86,1689,0.46461444063212914,0.18500618423392884,>=1000
Q86U90,279,0.3098758385808726,0.08303508151504166,200-499
Q86UA1,669,0.4702268242036363,0.1298228774176116,500-999
Q86UA6,219,0.5322495061884608,0.15413108676544532,200-499
Q86UB2,503,0.7332326801499617,0.08319549785745026,500-999
Q86UB9,458,0.22814314755027812,0.09215542840286901,200-499
Q86UC2,560,0.767247636013262,0.17885123578603712,500-999
Q86UD0,394,0.768325457995893,0.13096570194454515,200-499
Q86UD1,273,0.31589449714917395,0.08415070986940022,200-499
Q86UD3,253,0.5806503167328362,0.1283217588247552,200-499
Q86UD4,541,0.6942222189005991,0.14111728651155592,500-999
Q86UD5,537,0.35527456199452906,0.10740857688354895,500-999
Q86UD7,250,0.4699694599137521,0.11071532022604703,200-499
Q86UE3,836,0.4871413762743685,0.12963983291295184,500-999
Q86UE4,582,0.9632432640044453,0.022605862225256616,500-999
Q86UE6,522,0.44140100518596836,0.09254081850807333,500-999
Q86UE8,772,0.656881927314413,0.11029031842478357,500-999
Q86UF1,283,0.1726557112862279,0.06564486722028254,200-499
Q86UF2,777,0.7313851363329309,0.19058488929186224,500-999
Q86UF4,302,0.895906444583012,0.10411034368681948,200-499
Q86UG4,719,0.3839801454254128,0.0991860094311915,500-999
Q86UK0,2595,0.2609108749340173,0.11232783045588725,>=1000
Q86UK5,1308,0.3767673474946457,0.162734202242028,>=1000
Q86UK7,904,0.7876031748484753,0.09039651270757529,500-999
Q86UL3,456,0.3061699866508678,0.12369136944011795,200-499
Q86UL8,1455,0.6223111994389418,0.2588241293974692,>=1000
Q86UN2,441,0.5834417570023119,0.049092690925463554,200-499
Q86UN3,420,0.5392201945686173,0.07811617985090699,200-499
Q86UN6,197,0.43823411028900633,0.1978013332650255,<200
Q86UP0,819,0.5195148155591907,0.12265418155519943,500-999
Q86UP2,1357,0.6668575874362318,0.16853521849994357,>=1000
Q86UP3,3567,0.7128658136632063,0.28106946064283955,>=1000
Q86UP6,607,0.26292404115527646,0.0811024927059443,500-999
Q86UP8,949,0.43778707490508556,0.0824189868392602,500-999
Q86UP9,236,0.26238009560182046,0.13124186807335675,200-499
Q86UQ0,364,0.7354871925337575,0.11512142523178565,200-499
Q86UQ4,5058,0.2170966648918147,0.1256175566198352,>=1000
Q86UQ5,136,0.8080073898065275,0.1254917081683205,<200
Q86UQ8,179,0.8733768155339244,0.1248779647761341,<200
Q86UR1,476,0.5124635706707202,0.10649157060612924,200-499
Q86UR5,1692,0.7413597385974732,0.2542549011068973,>=1000
Q86US8,1419,0.6766619290539386,0.13957898772209015,>=1000
Q86UT5,571,0.4355368502658706,0.16351509180418963,500-999
Q86UT6,975,0.22708670923207724,0.09247327324140672,500-999
Q86UT8,332,0.7330393283463952,0.07091963262005013,200-499
Q86UU0,1499,0.7983192994019322,0.3370344394730275,>=1000
Q86UU1,1377,0.7359461611424349,0.22493290670219127,>=1000
Q86UU5,652,0.9151894019395819,0.13589721747117225,500-999
Q86UU9,113,0.8996706603080868,0.10524031532887601,<200
Q86UV5,1035,0.33724248801385465,0.09028929398837815,>=1000
Q86UV6,250,0.22065753166653837,0.12216645770735772,200-499
