dataset_a,dataset_b,comparison_level,protein_id_a,protein_id_b,sequence_length,n_residues_compared,match_mode,percent_identity,query_coverage,target_coverage,alignment_length
softdis,pdbflex,exact,4rqm_A,4rqmA,71,71,sequence,,,,
softdis,pdbflex,exact,1psr_A,1psrA,100,100,sequence,,,,
softdis,pdbflex,exact,1gxp_A,1gxqA,106,106,sequence,,,,
softdis,pdbflex,exact,4rkg_A,4rkhD,52,52,sequence,,,,
softdis,pdbflex,exact,2fjy_A,2fjyB,142,142,sequence,,,,
softdis,pdbflex,exact,5xpb_D,5xpcB,100,100,sequence,,,,
softdis,pdbflex,exact,5njk_E,5njkA,156,156,sequence,,,,
softdis,pdbflex,exact,4n4n_B,4n4oD,57,57,sequence,,,,
softdis,pdbflex,exact,3o22_A,3o2yA,162,162,sequence,,,,
softdis,pdbflex,exact,2aib_A,2a8fA,98,98,sequence,,,,
softdis,pdbflex,exact,2wc6_A,2wcmA,141,141,sequence,,,,
softdis,pdbflex,exact,5tzn_A,5tznA,137,137,sequence,,,,
softdis,pdbflex,exact,3eje_H,3ejbH,404,404,sequence,,,,
softdis,pdbflex,exact,1mav_A,1m5tA,124,124,sequence,,,,
softdis,pdbflex,exact,4bdt_B,1fssB,61,61,sequence,,,,
softdis,pdbflex,exact,1nob_A,1nobA,185,185,sequence,,,,
softdis,pdbflex,exact,5lxo_F,5lxoC,81,81,sequence,,,,
softdis,pdbflex,exact,4zcu_A,4zcvA,165,165,sequence,,,,
softdis,pdbflex,exact,4tum_A,4tumA,132,132,sequence,,,,
softdis,pdbflex,exact,6fer_A,6ferD,309,309,sequence,,,,
softdis,pdbflex,exact,2pqs_A,2pqsA,159,159,sequence,,,,
softdis,pdbflex,exact,1i5k_C,1i5kC,30,30,sequence,,,,
softdis,pdbflex,exact,4lxr_J,3e07A,114,114,sequence,,,,
softdis,pdbflex,exact,5zjr_A,5zjrA,84,84,sequence,,,,
softdis,pdbflex,exact,4aei_A,4aeiA,65,65,sequence,,,,
softdis,pdbflex,exact,3pqa_A,3pqaB,486,486,sequence,,,,
softdis,pdbflex,exact,6ifb_A,6ifbB,135,135,sequence,,,,
softdis,pdbflex,exact,1qiu_A,1qiuA,264,264,sequence,,,,
softdis,pdbflex,exact,2ibz_H,1kb9F,74,74,sequence,,,,
softdis,pdbflex,exact,3zie_A,3zieB,86,86,sequence,,,,
softdis,pdbflex,exact,2pr0_A,2pr0A,94,94,sequence,,,,
softdis,pdbflex,exact,4txo_D,4txoD,175,175,sequence,,,,
softdis,pdbflex,exact,1pal_A,1pvbA,108,108,sequence,,,,
softdis,atlas,exact,1d4t_A,1d4t_A,104,104,id,,,,
softdis,atlas,exact,1fd3_A,1fd3_A,41,41,id,,,,
softdis,atlas,exact,2aib_A,2aib_A,98,98,id,,,,
softdis,atlas,exact,2qq4_B,2qq4_B,138,138,id,,,,
softdis,atlas,exact,2vzc_A,2vzc_A,131,131,id,,,,
softdis,atlas,exact,2y20_A,2y20_A,58,58,id,,,,
softdis,atlas,exact,5ii7_A,5ii7_A,138,138,id,,,,
softdis,atlas,exact,2f5z_K,2f60_K,64,64,sequence,,,,
softdis,atlas,exact,2x5h_A,2x5h_B,97,97,sequence,,,,
softdis,atlas,exact,1bq9_A,1bq8_A,54,54,sequence,,,,
softdis,atlas,exact,1bi1_A,2dtr_A,226,226,sequence,,,,
softdis,atlas,exact,6ny6_Y,2a6s_B,84,84,sequence,,,,
softdis,atlas,exact,7n1n_A,6cka_B,68,68,sequence,,,,
softdis,atlas,exact,1ojh_A,1ojh_C,65,65,sequence,,,,
softdis,atlas,exact,6pce_A,6pce_B,70,70,sequence,,,,
softdis,atlas,exact,2rjv_A,2rjw_A,67,67,sequence,,,,
softdis,atlas,exact,5kko_A,5kko_D,55,55,sequence,,,,
softdis,plddt,exact,2f9d_A,DP01458,125,125,sequence,,,,
softdis,plddt,exact,3a9x_A,DP00620,432,432,sequence,,,,
softdis,plddt,exact,4ora_B,DP00565,170,170,sequence,,,,
softdis,plddt,exact,6aso_G,DP01261,115,115,sequence,,,,
softdis,plddt,exact,2bjd_A,DP00513,101,101,sequence,,,,
softdis,plddt,exact,5agc_A,DP02908,264,264,sequence,,,,
softdis,plddt,exact,2vsx_A,DP02562,395,395,sequence,,,,
softdis,plddt,exact,8enj_A,DP02328,464,464,sequence,,,,
softdis,plddt,exact,1cm8_A,DP03366,367,367,sequence,,,,
softdis,plddt,exact,1rp3_D,DP01092,88,88,sequence,,,,
softdis,disprot,exact,4mtd_A,DP04103,171,170,sequence,,,,
softdis,disprot,exact,6k4k_A,DP04397,873,757,sequence,,,,
softdis,disprot,exact,4yt3_A,DP04038,410,407,sequence,,,,
softdis,disprot,exact,3akj_A,DP04385,325,296,sequence,,,,
softdis,disprot,exact,8bbk_J,DP03988,136,136,sequence,,,,
softdis,disprot,exact,2q27_A,DP03810,564,560,sequence,,,,
softdis,disprot,exact,3gj9_A,DP04287,124,124,sequence,,,,
softdis,disprot,exact,6dv5_B,DP04262,205,192,sequence,,,,
pdbflex,atlas,exact,1btkB,1btk_A,169,169,sequence,,,,
pdbflex,atlas,exact,3bqpA,3bqp_B,80,80,sequence,,,,
pdbflex,atlas,exact,2f60K,2f60_K,64,64,sequence,,,,
pdbflex,atlas,exact,2x5hD,2x5h_B,97,97,sequence,,,,
pdbflex,atlas,exact,3vy7A,3apa_A,141,141,sequence,,,,
pdbflex,atlas,exact,1x6iA,1x6i_A,91,91,sequence,,,,
pdbflex,atlas,exact,1x6iA,1x6j_A,91,91,sequence,,,,
pdbflex,atlas,exact,2y20C,2y20_A,58,58,sequence,,,,
pdbflex,atlas,exact,2fygA,2fyg_A,128,128,sequence,,,,
pdbflex,atlas,exact,1d4tA,1d4t_A,104,104,sequence,,,,
pdbflex,atlas,exact,2fzpA,2fzp_A,144,144,sequence,,,,
pdbflex,atlas,exact,2a6sB,2a6s_B,84,84,sequence,,,,
pdbflex,atlas,exact,1ojhD,1ojh_C,65,65,sequence,,,,
pdbflex,atlas,exact,5hudE,5hub_A,90,90,sequence,,,,
pdbflex,atlas,exact,2qq4A,2qq4_B,138,138,sequence,,,,
pdbflex,atlas,exact,6pceB,6pce_B,70,70,sequence,,,,
pdbflex,atlas,exact,2rjvA,2rjw_A,67,67,sequence,,,,
pdbflex,atlas,exact,5mr3E,2lis_A,136,136,sequence,,,,
pdbflex,atlas,exact,2vzcA,2vzc_A,131,131,sequence,,,,
pdbflex,atlas,exact,3h93A,3h93_A,192,192,sequence,,,,
pdbflex,atlas,exact,5kkoC,5kko_D,55,55,sequence,,,,
pdbflex,atlas,exact,3hvvA,3hvv_A,167,167,sequence,,,,
pdbflex,atlas,exact,2a8fA,2aib_A,98,98,sequence,,,,
pdbflex,atlas,exact,1jxtA,1ab1_A,46,46,sequence,,,,
pdbflex,atlas,exact,2hnuA,2hnu_A,81,81,sequence,,,,
pdbflex,plddt,exact,3a9zA,DP00620,432,432,sequence,,,,
pdbflex,plddt,exact,4emgA,DP02065,93,93,sequence,,,,
pdbflex,plddt,exact,4c92G,DP01261,115,115,sequence,,,,
pdbflex,plddt,exact,3q66A,DP02908,264,264,sequence,,,,
pdbflex,plddt,exact,1j1cB,DP00385,420,420,sequence,,,,
pdbflex,plddt,exact,1rp3B,DP01092,88,88,sequence,,,,
pdbflex,disprot,exact,2gwoC,DP03897,198,198,sequence,,,,
pdbflex,disprot,exact,4mteD,DP04103,171,170,sequence,,,,
pdbflex,disprot,exact,6oqqA,DP04397,873,757,sequence,,,,
pdbflex,disprot,exact,3akkA,DP04385,325,296,sequence,,,,
pdbflex,disprot,exact,2ougA,DP03913,162,162,sequence,,,,
pdbflex,disprot,exact,2q28A,DP03810,564,560,sequence,,,,
pdbflex,disprot,exact,6dv5A,DP04262,205,192,sequence,,,,
atlas,plddt,exact,3f0o_B,DP00575,212,212,sequence,,,,
atlas,plddt,exact,3f0p_A,DP00575,212,212,sequence,,,,
