dataset_a,dataset_b,comparison_level,protein_id_a,protein_id_b,sequence_length,n_residues_compared,match_mode,percent_identity,query_coverage,target_coverage,alignment_length
softdis,pdbflex,mmseqs_85,2xr5_A,6ghvC,166,151,mmseqs,100.000000,0.909639,0.974194,151
softdis,pdbflex,mmseqs_85,3o22_A,3o2yA,162,162,mmseqs,100.000000,1.000000,1.000000,162
softdis,pdbflex,mmseqs_85,4zcu_A,4zcvA,165,165,mmseqs,100.000000,1.000000,1.000000,165
softdis,pdbflex,mmseqs_85,6ml2_A,6ml4A,151,151,mmseqs,100.000000,1.000000,1.000000,151
softdis,pdbflex,mmseqs_85,6mgh_H,6mghD,163,163,mmseqs,100.000000,1.000000,1.000000,163
softdis,pdbflex,mmseqs_85,3otw_F,3otwA,163,163,mmseqs,100.000000,1.000000,1.000000,163
softdis,pdbflex,mmseqs_85,5duw_C,5duuB,155,155,mmseqs,100.000000,1.000000,1.000000,155
softdis,pdbflex,mmseqs_85,1zdn_A,1zdnA,158,158,mmseqs,100.000000,1.000000,1.000000,158
softdis,pdbflex,mmseqs_85,5njk_E,5njkA,156,156,mmseqs,100.000000,1.000000,1.000000,156
softdis,pdbflex,mmseqs_85,4b04_C,4hrfA,160,160,mmseqs,100.000000,1.000000,1.000000,160
softdis,pdbflex,mmseqs_85,4ezm_L,4gkoL,143,143,mmseqs,100.000000,1.000000,1.000000,143
softdis,pdbflex,mmseqs_85,1umn_K,2ux1G,165,164,mmseqs,100.000000,0.993939,0.993939,164
softdis,pdbflex,mmseqs_85,4onx_A,4onxE,162,162,mmseqs,100.000000,1.000000,1.000000,162
softdis,pdbflex,mmseqs_85,5ond_A,2ougA,162,161,mmseqs,100.000000,0.993827,0.993827,161
softdis,pdbflex,mmseqs_85,1nn4_B,1nn4A,162,162,mmseqs,100.000000,1.000000,1.000000,162
softdis,pdbflex,mmseqs_85,2wal_A,2walA,159,159,mmseqs,100.000000,1.000000,1.000000,159
softdis,pdbflex,mmseqs_85,4lfn_A,4lfnA,162,162,mmseqs,100.000000,1.000000,1.000000,162
softdis,pdbflex,mmseqs_85,4ylz_A,4ym1C,153,153,mmseqs,100.000000,1.000000,1.000000,153
softdis,pdbflex,mmseqs_85,1o9r_A,1o9rA,162,162,mmseqs,100.000000,1.000000,1.000000,162
softdis,pdbflex,mmseqs_85,4mpo_B,4mpoB,153,153,mmseqs,100.000000,1.000000,1.000000,153
softdis,pdbflex,mmseqs_85,6ovf_A,6ovfA,161,161,mmseqs,100.000000,1.000000,1.000000,161
softdis,pdbflex,mmseqs_85,3ffu_A,3ffuA,153,153,mmseqs,100.000000,1.000000,1.000000,153
softdis,pdbflex,mmseqs_85,4ijx_A,4ijxA,155,155,mmseqs,100.000000,1.000000,1.000000,155
softdis,pdbflex,mmseqs_85,5ei9_F,5ei9E,144,144,mmseqs,100.000000,1.000000,1.000000,144
softdis,pdbflex,mmseqs_85,1do5_A,1do5A,154,154,mmseqs,100.000000,1.000000,1.000000,154
softdis,pdbflex,mmseqs_85,2rib_A,2ricC,160,160,mmseqs,100.000000,1.000000,1.000000,160
softdis,pdbflex,mmseqs_85,5id2_A,1xvwB,164,153,mmseqs,100.000000,0.932927,0.956250,153
softdis,pdbflex,mmseqs_85,2bpd_A,2bpdB,142,142,mmseqs,100.000000,1.000000,1.000000,142
softdis,pdbflex,mmseqs_85,4nat_B,4nauB,160,160,mmseqs,100.000000,1.000000,1.000000,160
softdis,pdbflex,mmseqs_85,5xfi_A,5xfiA,153,153,mmseqs,100.000000,1.000000,1.000000,153
softdis,pdbflex,mmseqs_85,1ilr_1,1ilr1,152,152,mmseqs,100.000000,1.000000,1.000000,152
softdis,pdbflex,mmseqs_85,2gv5_A,3fwbA,161,161,mmseqs,100.000000,1.000000,1.000000,161
softdis,pdbflex,mmseqs_85,2c41_A,2c41C,158,158,mmseqs,100.000000,1.000000,1.000000,158
softdis,pdbflex,mmseqs_85,4wqq_A,4wqqA,141,141,mmseqs,100.000000,1.000000,1.000000,141
softdis,pdbflex,mmseqs_85,3woc_A,3wocA,151,151,mmseqs,100.000000,1.000000,1.000000,151
softdis,pdbflex,mmseqs_85,5f2q_C,5f2qB,135,135,mmseqs,100.000000,1.000000,1.000000,135
softdis,pdbflex,mmseqs_85,5mgr_A,5mgsH,146,146,mmseqs,100.000000,1.000000,1.000000,146
softdis,pdbflex,mmseqs_85,3zqp_A,3zqqC,164,164,mmseqs,100.000000,1.000000,1.000000,164
softdis,pdbflex,mmseqs_85,6hde_C,6hdeB,152,152,mmseqs,100.000000,1.000000,1.000000,152
softdis,pdbflex,mmseqs_85,5umw_A,5umwA,151,151,mmseqs,100.000000,1.000000,1.000000,151
softdis,pdbflex,mmseqs_85,3ox5_A,3ox5A,153,153,mmseqs,100.000000,1.000000,1.000000,153
softdis,pdbflex,mmseqs_85,4yif_A,4yifB,164,164,mmseqs,100.000000,1.000000,1.000000,164
softdis,pdbflex,mmseqs_85,5cfi_A,5cfiA,152,152,mmseqs,100.000000,1.000000,1.000000,152
softdis,pdbflex,mmseqs_85,3hyb_A,3rg6C,155,155,mmseqs,100.000000,1.000000,1.000000,155
softdis,pdbflex,mmseqs_85,6oec_A,6oecL,162,162,mmseqs,100.000000,1.000000,1.000000,162
softdis,pdbflex,mmseqs_85,1br4_B,1br4B,150,150,mmseqs,100.000000,1.000000,1.000000,150
softdis,pdbflex,mmseqs_85,2py2_A,2py2A,136,136,mmseqs,100.000000,1.000000,1.000000,136
softdis,pdbflex,mmseqs_85,2yjk_G,2yjkC,161,161,mmseqs,100.000000,1.000000,1.000000,161
softdis,pdbflex,mmseqs_85,3e0o_A,3e0oA,144,144,mmseqs,100.000000,1.000000,1.000000,144
softdis,pdbflex,mmseqs_85,3o4o_A,2i1bA,158,153,mmseqs,100.000000,0.968354,1.000000,153
softdis,pdbflex,mmseqs_85,4lk9_A,4lk9A,136,136,mmseqs,100.000000,1.000000,1.000000,136
softdis,pdbflex,mmseqs_85,5ft8_U,5ft8B,154,154,mmseqs,100.000000,1.000000,1.000000,154
softdis,pdbflex,mmseqs_85,5jp5_A,5jp5D,145,145,mmseqs,100.000000,1.000000,1.000000,145
softdis,pdbflex,mmseqs_85,5zrp_A,5zrkA,150,150,mmseqs,100.000000,1.000000,1.000000,150
softdis,pdbflex,mmseqs_85,6upp_A,6pryA,150,150,mmseqs,100.000000,1.000000,1.000000,150
softdis,pdbflex,mmseqs_85,2fjy_A,2fjyB,142,142,mmseqs,100.000000,1.000000,1.000000,142
softdis,pdbflex,mmseqs_85,3tp1_A,3tpwA,152,152,mmseqs,100.000000,1.000000,1.000000,152
softdis,pdbflex,mmseqs_85,1l2o_B,3jtdB,156,156,mmseqs,100.000000,1.000000,1.000000,156
softdis,pdbflex,mmseqs_85,2okd_A,2okdC,147,147,mmseqs,100.000000,1.000000,1.000000,147
softdis,pdbflex,mmseqs_85,3nfd_A,3nfdE,153,153,mmseqs,100.000000,1.000000,1.000000,153
softdis,pdbflex,mmseqs_85,6bbx_A,5w27A,144,144,mmseqs,100.000000,1.000000,1.000000,144
softdis,pdbflex,mmseqs_85,4fhq_A,4rsuJ,134,134,mmseqs,100.000000,1.000000,1.000000,134
softdis,pdbflex,mmseqs_85,2fjc_A,2fjcB,156,156,mmseqs,100.000000,1.000000,1.000000,156
softdis,pdbflex,mmseqs_85,4gx7_A,4gx7A,152,152,mmseqs,100.000000,1.000000,1.000000,152
softdis,pdbflex,mmseqs_85,4kzv_A,4kzwA,134,134,mmseqs,100.000000,1.000000,1.000000,134
softdis,pdbflex,mmseqs_85,5hsm_A,5x80A,160,160,mmseqs,100.000000,1.000000,1.000000,160
softdis,pdbflex,mmseqs_85,4kg3_A,4kg3B,146,146,mmseqs,100.000000,1.000000,1.000000,146
softdis,pdbflex,mmseqs_85,4p78_A,4p7dB,143,143,mmseqs,100.000000,1.000000,1.000000,143
softdis,pdbflex,mmseqs_85,6flw_A,6flwA,144,144,mmseqs,100.000000,1.000000,1.000000,144
softdis,pdbflex,mmseqs_85,3ezz_A,3ezzA,144,144,mmseqs,100.000000,1.000000,1.000000,144
softdis,pdbflex,mmseqs_85,4oxb_A,1qmtA,134,134,mmseqs,100.000000,1.000000,1.000000,134
softdis,pdbflex,mmseqs_85,4d3p_A,4d3pA,147,147,mmseqs,100.000000,1.000000,1.000000,147
softdis,pdbflex,mmseqs_85,4pav_A,4pavB,145,145,mmseqs,100.000000,1.000000,1.000000,145
softdis,pdbflex,mmseqs_85,5tzn_A,5tznA,137,137,mmseqs,100.000000,1.000000,1.000000,137
softdis,pdbflex,mmseqs_85,2wc6_A,2wcmA,141,141,mmseqs,100.000000,1.000000,1.000000,141
softdis,pdbflex,mmseqs_85,3hup_A,3hupA,130,130,mmseqs,100.000000,1.000000,1.000000,130
softdis,pdbflex,mmseqs_85,4dxe_A,4jm7A,143,143,mmseqs,100.000000,1.000000,1.000000,143
softdis,pdbflex,mmseqs_85,5ltw_C,5ltwG,149,149,mmseqs,100.000000,1.000000,1.000000,149
softdis,pdbflex,mmseqs_85,5lnl_A,5lnlC,151,151,mmseqs,100.000000,1.000000,1.000000,151
softdis,pdbflex,mmseqs_85,4d0v_A,4d0vD,145,145,mmseqs,100.000000,1.000000,1.000000,145
softdis,pdbflex,mmseqs_85,4e9m_A,4e9mA,144,144,mmseqs,100.000000,1.000000,1.000000,144
softdis,pdbflex,mmseqs_85,1xk8_A,1xk8D,147,147,mmseqs,100.000000,1.000000,1.000000,147
softdis,pdbflex,mmseqs_85,3wsr_A,3wwkC,128,128,mmseqs,100.000000,1.000000,1.000000,128
softdis,pdbflex,mmseqs_85,3zxf_A,3zxfB,138,138,mmseqs,100.000000,1.000000,1.000000,138
softdis,pdbflex,mmseqs_85,4d6x_A,4d6yA,148,148,mmseqs,100.000000,1.000000,1.000000,148
softdis,pdbflex,mmseqs_85,5ii7_A,5mr3E,138,136,mmseqs,100.000000,0.985507,1.000000,136
softdis,pdbflex,mmseqs_85,5nld_A,5nldB,139,139,mmseqs,100.000000,1.000000,1.000000,139
softdis,pdbflex,mmseqs_85,5u0i_A,5u0iB,140,140,mmseqs,100.000000,1.000000,1.000000,140
softdis,pdbflex,mmseqs_85,1pqf_B,1pqfA,143,143,mmseqs,100.000000,1.000000,1.000000,143
softdis,pdbflex,mmseqs_85,6af3_A,6af4A,141,141,mmseqs,100.000000,1.000000,1.000000,141
softdis,pdbflex,mmseqs_85,6ifb_A,6ifbB,135,135,mmseqs,100.000000,1.000000,1.000000,135
softdis,pdbflex,mmseqs_85,1osa_A,1osaA,148,148,mmseqs,100.000000,1.000000,1.000000,148
softdis,pdbflex,mmseqs_85,3dxe_C,3dxdA,140,140,mmseqs,100.000000,1.000000,1.000000,140
softdis,pdbflex,mmseqs_85,6eun_A,6eunA,156,156,mmseqs,100.000000,1.000000,1.000000,156
softdis,pdbflex,mmseqs_85,7o4p_A,3vy7A,148,139,mmseqs,100.000000,0.939189,0.985816,139
softdis,pdbflex,mmseqs_85,2g0i_A,2g0jC,145,145,mmseqs,100.000000,1.000000,1.000000,145
softdis,pdbflex,mmseqs_85,1bj3_A,1bj3A,129,129,mmseqs,100.000000,1.000000,1.000000,129
softdis,pdbflex,mmseqs_85,4ozj_A,4oznA,143,143,mmseqs,100.000000,1.000000,1.000000,143
softdis,pdbflex,mmseqs_85,5h9p_A,6q17A,158,138,mmseqs,100.000000,0.873418,0.992806,138
softdis,pdbflex,mmseqs_85,4erh_B,4rhaA,148,141,mmseqs,100.000000,0.952703,0.965753,141
softdis,pdbflex,mmseqs_85,1ov8_C,1qhqA,140,140,mmseqs,100.000000,1.000000,1.000000,140
softdis,pdbflex,mmseqs_85,3lus_A,3lusB,148,148,mmseqs,100.000000,1.000000,1.000000,148
softdis,pdbflex,mmseqs_85,3ul5_A,3ul5D,139,139,mmseqs,100.000000,1.000000,1.000000,139
softdis,pdbflex,mmseqs_85,4x09_A,6enpA,128,128,mmseqs,100.000000,1.000000,1.000000,128
softdis,pdbflex,mmseqs_85,5gi0_A,5gi0A,133,133,mmseqs,100.000000,1.000000,1.000000,133
softdis,pdbflex,mmseqs_85,5v6f_A,5v6cB,138,138,mmseqs,100.000000,1.000000,1.000000,138
softdis,pdbflex,mmseqs_85,2oz1_B,2oz1F,138,138,mmseqs,100.000000,1.000000,1.000000,138
softdis,pdbflex,mmseqs_85,2qzj_A,2qzjA,136,136,mmseqs,100.000000,1.000000,1.000000,136
softdis,pdbflex,mmseqs_85,1is6_A,1is3A,135,135,mmseqs,100.000000,1.000000,1.000000,135
softdis,pdbflex,mmseqs_85,5m6h_A,6h6rA,127,127,mmseqs,100.000000,1.000000,1.000000,127
softdis,pdbflex,mmseqs_85,5n16_D,5n15A,138,138,mmseqs,100.000000,1.000000,1.000000,138
softdis,pdbflex,mmseqs_85,6mtj_D,6mtnD,134,134,mmseqs,100.000000,1.000000,1.000000,134
softdis,pdbflex,mmseqs_85,1yxj_B,1ypuB,130,128,mmseqs,100.000000,0.984615,0.948148,128
softdis,pdbflex,mmseqs_85,2ymz_A,2ymzA,130,130,mmseqs,100.000000,1.000000,1.000000,130
softdis,pdbflex,mmseqs_85,1bj3_B,1j34B,123,123,mmseqs,100.000000,1.000000,1.000000,123
softdis,pdbflex,mmseqs_85,3ljd_A,2vq8A,126,125,mmseqs,100.000000,0.992063,0.899281,125
softdis,pdbflex,mmseqs_85,3fz2_A,3fz2E,134,134,mmseqs,100.000000,1.000000,1.000000,134
softdis,pdbflex,mmseqs_85,6d48_E,6d49A,127,127,mmseqs,100.000000,1.000000,1.000000,127
softdis,pdbflex,mmseqs_85,1kcg_A,1mpuA,124,124,mmseqs,100.000000,1.000000,0.898551,124
softdis,pdbflex,mmseqs_85,2gwf_B,2fzpA,134,134,mmseqs,100.000000,1.000000,0.930556,134
softdis,pdbflex,mmseqs_85,6e7d_A,6e7dE,124,124,mmseqs,100.000000,1.000000,1.000000,124
softdis,pdbflex,mmseqs_85,7x9o_A,3a6tA,129,129,mmseqs,100.000000,1.000000,1.000000,129
softdis,pdbflex,mmseqs_85,3c3i_B,3c3iB,141,141,mmseqs,100.000000,1.000000,1.000000,141
softdis,pdbflex,mmseqs_85,6scf_G,6scfF,138,138,mmseqs,100.000000,1.000000,1.000000,138
softdis,pdbflex,mmseqs_85,1f7n_B,1f7rA,136,136,mmseqs,100.000000,1.000000,1.000000,136
softdis,pdbflex,mmseqs_85,5fgs_A,5fgsC,136,136,mmseqs,100.000000,1.000000,1.000000,136
softdis,pdbflex,mmseqs_85,2jca_A,2jbzA,143,143,mmseqs,100.000000,1.000000,1.000000,143
softdis,pdbflex,mmseqs_85,2qq4_B,2qq4A,138,138,mmseqs,100.000000,1.000000,1.000000,138
softdis,pdbflex,mmseqs_85,4n6m_A,4n6mA,132,132,mmseqs,100.000000,1.000000,1.000000,132
softdis,pdbflex,mmseqs_85,1b6e_A,3bdwA,128,123,mmseqs,100.000000,0.960938,1.000000,123
softdis,pdbflex,mmseqs_85,4uhs_A,4uhkA,136,136,mmseqs,100.000000,1.000000,1.000000,136
softdis,pdbflex,mmseqs_85,5y61_B,5eazA,138,135,mmseqs,100.000000,0.978261,1.000000,135
softdis,pdbflex,mmseqs_85,2vzc_A,2vzcA,131,131,mmseqs,100.000000,1.000000,1.000000,131
softdis,pdbflex,mmseqs_85,4o1i_A,4o1iD,138,138,mmseqs,100.000000,1.000000,1.000000,138
softdis,pdbflex,mmseqs_85,5v52_D,3r0nA,140,127,mmseqs,100.000000,0.907143,0.992188,127
softdis,pdbflex,mmseqs_85,6br7_A,6br7B,133,133,mmseqs,100.000000,1.000000,1.000000,133
softdis,pdbflex,mmseqs_85,6s45_A,6qqhA,128,128,mmseqs,100.000000,1.000000,1.000000,128
softdis,pdbflex,mmseqs_85,3iqc_A,3iqcA,131,131,mmseqs,100.000000,1.000000,1.000000,131
softdis,pdbflex,mmseqs_85,1oxk_B,2r25B,134,132,mmseqs,100.000000,0.985075,0.992481,132
softdis,pdbflex,mmseqs_85,1za3_R,1d4vA,134,115,mmseqs,100.000000,0.858209,0.982906,115
softdis,pdbflex,mmseqs_85,6cmv_A,6cmvB,139,139,mmseqs,100.000000,1.000000,1.000000,139
softdis,pdbflex,mmseqs_85,6cps_A,6cpsA,131,131,mmseqs,100.000000,1.000000,1.000000,131
softdis,pdbflex,mmseqs_85,1qmp_A,1qmpA,130,130,mmseqs,100.000000,1.000000,1.000000,130
softdis,pdbflex,mmseqs_85,3lte_M,3lteD,132,132,mmseqs,100.000000,1.000000,1.000000,132
softdis,pdbflex,mmseqs_85,4pup_A,4qybB,131,125,mmseqs,100.000000,0.954198,1.000000,125
softdis,pdbflex,mmseqs_85,2omo_A,2omoA,124,124,mmseqs,100.000000,1.000000,1.000000,124
softdis,pdbflex,mmseqs_85,3ulg_B,2nxqA,134,134,mmseqs,100.000000,1.000000,1.000000,134
softdis,pdbflex,mmseqs_85,4n21_A,4n21C,130,130,mmseqs,100.000000,1.000000,1.000000,130
softdis,pdbflex,mmseqs_85,1cxa_A,1l9jC,124,124,mmseqs,100.000000,1.000000,1.000000,124
softdis,pdbflex,mmseqs_85,3cdg_K,3cdgF,120,120,mmseqs,100.000000,1.000000,1.000000,120
softdis,pdbflex,mmseqs_85,4o32_A,3ul3B,138,128,mmseqs,100.000000,0.927536,1.000000,128
softdis,pdbflex,mmseqs_85,4tum_A,4tumA,132,132,mmseqs,100.000000,1.000000,1.000000,132
softdis,pdbflex,mmseqs_85,1jr8_A,1jraA,117,117,mmseqs,100.000000,1.000000,1.000000,117
softdis,pdbflex,mmseqs_85,6h6n_A,6h6nA,131,131,mmseqs,100.000000,1.000000,1.000000,131
softdis,pdbflex,mmseqs_85,2jjs_A,2uv3B,126,126,mmseqs,100.000000,1.000000,1.000000,126
softdis,pdbflex,mmseqs_85,2yhf_A,2yhfA,118,118,mmseqs,100.000000,1.000000,1.000000,118
softdis,pdbflex,mmseqs_85,5hbl_A,5hblA,127,127,mmseqs,100.000000,1.000000,1.000000,127
softdis,pdbflex,mmseqs_85,5s8c_A,5encA,128,128,mmseqs,100.000000,1.000000,0.977099,128
softdis,pdbflex,mmseqs_85,6gdv_C,6gduA,133,133,mmseqs,100.000000,1.000000,1.000000,133
softdis,pdbflex,mmseqs_85,6is1_E,6is2A,128,128,mmseqs,100.000000,1.000000,1.000000,128
softdis,pdbflex,mmseqs_85,4qey_A,4qeyA,132,132,mmseqs,100.000000,1.000000,1.000000,132
softdis,pdbflex,mmseqs_85,5dc4_A,3uyoA,123,123,mmseqs,100.000000,1.000000,1.000000,123
softdis,pdbflex,mmseqs_85,2j1k_T,1f5wA,128,126,mmseqs,100.000000,0.984375,1.000000,126
softdis,pdbflex,mmseqs_85,6p17_B,6p1eB,123,123,mmseqs,100.000000,1.000000,1.000000,123
softdis,pdbflex,mmseqs_85,2fwe_A,1uc7A,134,125,mmseqs,100.000000,0.932836,1.000000,125
softdis,pdbflex,mmseqs_85,3h7q_A,3ne3B,132,130,mmseqs,100.000000,0.984848,1.000000,130
softdis,pdbflex,mmseqs_85,6ar4_A,6bjnA,125,125,mmseqs,100.000000,1.000000,1.000000,125
softdis,pdbflex,mmseqs_85,4ox8_A,4ox8A,128,128,mmseqs,100.000000,1.000000,1.000000,128
softdis,pdbflex,mmseqs_85,3rtl_A,3rtlB,121,121,mmseqs,100.000000,1.000000,1.000000,121
softdis,pdbflex,mmseqs_85,4lw9_Q,4lw9A,120,120,mmseqs,100.000000,1.000000,1.000000,120
softdis,pdbflex,mmseqs_85,1orj_A,1orjA,130,130,mmseqs,100.000000,1.000000,1.000000,130
softdis,pdbflex,mmseqs_85,1sf8_A,1sf8G,126,126,mmseqs,100.000000,1.000000,1.000000,126
softdis,pdbflex,mmseqs_85,2j80_A,1p0zA,135,129,mmseqs,100.000000,0.955556,0.984733,129
softdis,pdbflex,mmseqs_85,5cqx_A,5cqxB,119,119,mmseqs,100.000000,1.000000,1.000000,119
softdis,pdbflex,mmseqs_85,2iug_A,2iuhA,120,120,mmseqs,100.000000,1.000000,1.000000,120
softdis,pdbflex,mmseqs_85,2x18_E,2x18E,119,119,mmseqs,100.000000,1.000000,1.000000,119
softdis,pdbflex,mmseqs_85,1d5w_B,1dckB,126,126,mmseqs,100.000000,1.000000,1.000000,126
softdis,pdbflex,mmseqs_85,3o6u_A,3o6uA,128,128,mmseqs,100.000000,1.000000,1.000000,128
softdis,pdbflex,mmseqs_85,3wgd_A,3wgdC,113,113,mmseqs,100.000000,1.000000,1.000000,113
softdis,pdbflex,mmseqs_85,4lx8_A,4hnsA,124,124,mmseqs,100.000000,1.000000,1.000000,124
softdis,pdbflex,mmseqs_85,4q0o_A,3g0jA,124,124,mmseqs,100.000000,1.000000,1.000000,124
softdis,pdbflex,mmseqs_85,1w89_A,1w4vA,119,119,mmseqs,100.000000,1.000000,1.000000,119
softdis,pdbflex,mmseqs_85,2qms_A,4wwqB,120,120,mmseqs,100.000000,1.000000,1.000000,120
softdis,pdbflex,mmseqs_85,4of6_A,4of6B,120,120,mmseqs,100.000000,1.000000,1.000000,120
softdis,pdbflex,mmseqs_85,4ofi_A,4ofiC,115,115,mmseqs,100.000000,1.000000,1.000000,115
softdis,pdbflex,mmseqs_85,1mav_A,1m5tA,124,124,mmseqs,100.000000,1.000000,1.000000,124
softdis,pdbflex,mmseqs_85,2atp_C,1bqhH,122,122,mmseqs,100.000000,1.000000,0.945736,122
softdis,pdbflex,mmseqs_85,4lxr_J,3e07A,114,114,mmseqs,100.000000,1.000000,1.000000,114
softdis,pdbflex,mmseqs_85,5mkx_B,5fe6B,119,119,mmseqs,100.000000,1.000000,1.000000,119
softdis,pdbflex,mmseqs_85,5t2q_A,5t2rA,108,108,mmseqs,100.000000,1.000000,1.000000,108
softdis,pdbflex,mmseqs_85,5cmo_C,5suvA,125,125,mmseqs,100.000000,1.000000,0.992063,125
softdis,pdbflex,mmseqs_85,5d9z_B,5d9zB,112,112,mmseqs,100.000000,1.000000,1.000000,112
softdis,pdbflex,mmseqs_85,1fte_B,1fthA,122,122,mmseqs,100.000000,1.000000,1.000000,122
softdis,pdbflex,mmseqs_85,1ytt_A,1msbA,115,115,mmseqs,100.000000,1.000000,1.000000,115
softdis,pdbflex,mmseqs_85,2vm2_A,2vm1C,118,118,mmseqs,100.000000,1.000000,1.000000,118
softdis,pdbflex,mmseqs_85,5mpw_A,5mpwA,115,115,mmseqs,100.000000,1.000000,1.000000,115
softdis,pdbflex,mmseqs_85,7xne_A,6yijA,133,117,mmseqs,100.000000,0.879699,0.983193,117
softdis,pdbflex,mmseqs_85,2w8b_C,2w8bG,118,118,mmseqs,100.000000,1.000000,1.000000,118
softdis,pdbflex,mmseqs_85,2oe0_A,2oe1A,114,114,mmseqs,100.000000,1.000000,1.000000,114
softdis,pdbflex,mmseqs_85,3f72_A,3f72B,122,122,mmseqs,100.000000,1.000000,1.000000,122
softdis,pdbflex,mmseqs_85,2qra_D,2qraC,111,111,mmseqs,100.000000,1.000000,1.000000,111
softdis,pdbflex,mmseqs_85,3uvt_A,3uvtC,111,111,mmseqs,100.000000,1.000000,1.000000,111
softdis,pdbflex,mmseqs_85,2of5_A,2of5A,114,114,mmseqs,100.000000,1.000000,1.000000,114
softdis,pdbflex,mmseqs_85,3ia0_Z,3ia0A,119,119,mmseqs,100.000000,1.000000,1.000000,119
softdis,pdbflex,mmseqs_85,5hiy_A,5hiyB,114,114,mmseqs,100.000000,1.000000,1.000000,114
softdis,pdbflex,mmseqs_85,4oiz_A,4oitB,113,113,mmseqs,100.000000,1.000000,1.000000,113
softdis,pdbflex,mmseqs_85,1f7t_A,1f7tA,122,122,mmseqs,100.000000,1.000000,1.000000,122
softdis,pdbflex,mmseqs_85,1oms_C,1omsC,121,121,mmseqs,100.000000,1.000000,1.000000,121
softdis,pdbflex,mmseqs_85,2cov_D,2covD,104,104,mmseqs,100.000000,1.000000,1.000000,104
softdis,pdbflex,mmseqs_85,3ded_A,3dedC,113,113,mmseqs,100.000000,1.000000,1.000000,113
softdis,pdbflex,mmseqs_85,3ssq_A,3ssqA,122,122,mmseqs,100.000000,1.000000,1.000000,122
softdis,pdbflex,mmseqs_85,4pu8_B,4pu4D,118,118,mmseqs,100.000000,1.000000,1.000000,118
softdis,pdbflex,mmseqs_85,7s4e_A,6haxE,125,121,mmseqs,100.000000,0.968000,0.983740,121
softdis,pdbflex,mmseqs_85,6azr_B,3dgeC,123,122,mmseqs,100.000000,0.991870,1.000000,122
softdis,pdbflex,mmseqs_85,6ctd_A,6ctdA,121,121,mmseqs,100.000000,1.000000,1.000000,121
softdis,pdbflex,mmseqs_85,2was_A,2watA,122,122,mmseqs,100.000000,1.000000,1.000000,122
softdis,pdbflex,mmseqs_85,5fm8_A,5fm4B,112,112,mmseqs,100.000000,1.000000,1.000000,112
softdis,pdbflex,mmseqs_85,2of5_H,2of5H,118,118,mmseqs,100.000000,1.000000,1.000000,118
softdis,pdbflex,mmseqs_85,5un5_D,5un5C,123,123,mmseqs,100.000000,1.000000,1.000000,123
softdis,pdbflex,mmseqs_85,2z8v_C,2z8vC,116,116,mmseqs,100.000000,1.000000,1.000000,116
softdis,pdbflex,mmseqs_85,3f8b_A,3f8fA,116,116,mmseqs,100.000000,1.000000,0.920635,116
softdis,pdbflex,mmseqs_85,2zv3_A,2zv3B,115,115,mmseqs,100.000000,1.000000,1.000000,115
softdis,pdbflex,mmseqs_85,4xjk_D,4xjkD,114,114,mmseqs,100.000000,1.000000,1.000000,114
softdis,pdbflex,mmseqs_85,5e6n_A,5azhA,118,115,mmseqs,100.000000,0.974576,0.898438,115
softdis,pdbflex,mmseqs_85,6f5c_A,6quaB,127,117,mmseqs,100.000000,0.921260,1.000000,117
softdis,pdbflex,mmseqs_85,6j2z_F,6j2zB,108,108,mmseqs,100.000000,1.000000,1.000000,108
softdis,pdbflex,mmseqs_85,6jnl_A,6jnmA,101,101,mmseqs,100.000000,1.000000,1.000000,101
softdis,pdbflex,mmseqs_85,1kb2_B,1kb6B,110,110,mmseqs,100.000000,1.000000,1.000000,110
softdis,pdbflex,mmseqs_85,5j0l_A,5j0lA,141,141,mmseqs,100.000000,1.000000,1.000000,141
softdis,pdbflex,mmseqs_85,6ebb_A,6ebbA,120,120,mmseqs,100.000000,1.000000,1.000000,120
softdis,pdbflex,mmseqs_85,6er7_A,6exrA,120,120,mmseqs,100.000000,1.000000,1.000000,120
softdis,pdbflex,mmseqs_85,3ahp_A,3ahpB,108,108,mmseqs,100.000000,1.000000,1.000000,108
softdis,pdbflex,mmseqs_85,1i85_B,1i85A,110,110,mmseqs,100.000000,1.000000,1.000000,110
softdis,pdbflex,mmseqs_85,2pmu_A,2pmuB,110,110,mmseqs,100.000000,1.000000,1.000000,110
softdis,pdbflex,mmseqs_85,4pj1_O,4pj1Z,114,114,mmseqs,100.000000,1.000000,1.000000,114
softdis,pdbflex,mmseqs_85,4hjm_A,4n11A,111,111,mmseqs,100.000000,1.000000,1.000000,111
softdis,pdbflex,mmseqs_85,5aqf_D,5aquB,118,118,mmseqs,100.000000,1.000000,1.000000,118
softdis,pdbflex,mmseqs_85,5j7d_A,5j7dA,112,112,mmseqs,100.000000,1.000000,1.000000,112
softdis,pdbflex,mmseqs_85,5zhc_A,5zi8A,113,113,mmseqs,100.000000,1.000000,1.000000,113
softdis,pdbflex,mmseqs_85,1xw3_A,1xw3A,110,110,mmseqs,100.000000,1.000000,1.000000,110
softdis,pdbflex,mmseqs_85,2gsg_A,2otuA,116,114,mmseqs,100.000000,0.982759,0.991304,114
softdis,pdbflex,mmseqs_85,3jv6_B,3jv6B,107,107,mmseqs,100.000000,1.000000,1.000000,107
